"id","director"
"s2759","Gary Stretch"
"s3960","Owen Egerton"
"s2852","Zuko Nodada"
"s6129","Trey Haley"
"s6803","Jude Okwudiafor Johnson"
"s3967","John Lee Hancock"
"s3968","Theo Love"
"s2770","Ellen Page"
"s2770","Ian Daniel"
"s2774","Zsolt Pálfi"
"s8632","Nicholas Zeig-Owens"
"s2776","Nawapol Thamrongrattanarit"
"s3975","Ryan Polito"
"s2779","Aaron Lieber"
"s3984","Stuart Sender"
"s3986","Jeff Tremaine"
"s2799","John Suits"
"s4000","Amy Schumer"
"s2811","Naman Nitin Mukesh"
"s2814","Lynn Novick"
"s2824","Mehmet Ada Öztekin"
"s4025","J.C. Chandor"
"s7270","Jaki Bradley"
"s8192","Denis Hennelly"
"s8192","Casey Suchan"
"s2857","Sneha Taurani"
"s2867","Sam Dunn"
"s4063","Chiwetel Ejiofor"
"s6283","Adam Marino"
"s3764","Isabel Coixet"
"s3765","Grant Sputore"
"s3766","Laxman Utekar"
"s3768","Hanno Olderdissen"
"s3772","Reginald Hudlin"
"s3773","Eva Trobisch"
"s2422","Moses Inwang"
"s2424","Phil Sgriccia"
"s623","Matt Aselton"
"s3699","Sittisiri Mongkolsiri"
"s3700","Robbie Grewal"
"s774","Rae Red"
"s3702","Thiagarajan Kumararaja"
"s633","Nibal Arakji"
"s2327","Abhijit Panse"
"s3712","Alex Díaz"
"s3712","Marcos Bucay"
"s2337","Abhijit Panse"
"s3715","Svati Chakravarty Bhatkal"
"s3716","Kevin Bray"
"s8401","Jay Lyons"
"s3718","Jesse V. Johnson"
"s3718","Jesse Johnson"
"s3719","Miguel Cohan"
"s3719","Miguel Cohan"
"s2352","Akhigbe Ilozobhie"
"s3730","Abhijit Kokate"
"s3730","Srivinay Salian"
"s3731","Antonin Baudry"
"s823","Emma Tammi"
"s824","Peter Hutchings"
"s3782","Datta Mohan Bhandare"
"s677","Rob Seidenglanz"
"s3733","Petra Costa"
"s2372","Eduardo Roy Jr."
"s3734","Jay Karas"
"s702","Marie Clements"
"s706","Max Jabs"
"s3739","John Haptas"
"s3739","Kristine Samuelson"
"s3744","Elías León"
"s3748","Bruno Garotti"
"s3754","Kyle Newacheck"
"s3758","Rocky Soraya"
"s3759","Shannon Hartman"
"s3760","Martin Scorsese"
"s746","Tariq Alkazim"
"s2444","Yasir Al Yasiri"
"s2449","Hani Al-Shaibani"
"s3786","Cristina Jacob"
"s3787","Daniel Yee Heng Chan"
"s7800","Barry Avrich"
"s3680","Spike Jonze"
"s508","Udoka Oyeka"
"s509","Yeo Siew Hua"
"s535","Rano Karno"
"s2263","Coodie"
"s2263","Chike"
"s3682","Marcelo Altmark"
"s3682","Mariano Mucci"
"s3682","Luis A. Scalella"
"s3635","Gideon Raff"
"s6118","Víctor García"
"s6142","Wilson Coneybeare"
"s2301","Shirley Frimpong-Manso"
"s2197","Mickey Fonseca"
"s379","Louie Schwartzberg"
"s390","Yuval Adler"
"s3639","Mikhail Red"
"s3640","Olivier Afonso"
"s3642","Sebastián Schindel"
"s2210","Tope Alake"
"s3644","Karim Amer"
"s3644","Jehane Noujaim"
"s2217","Sibusiso Khuzwayo"
"s428","Mahmoud Karim"
"s2220","Lisa Cortés"
"s2220","Farah X"
"s2221","Wilson Yip"
"s3653","Frank Ariza"
"s3654","Jerry Seinfeld"
"s3658","Peter Sullivan"
"s3663","Daniel Gray Longino"
"s462","Alaa Eddine Aljem"
"s463","Tom Donahue"
"s470","Semi Chellas"
"s3673","Thomas Sieben"
"s3676","Joe Lynch"
"s3679","Daniel Arasanz"
"s2252","Wouter Bouvijn"
"s570","Victor Vu"
"s590","Trevor Nunn"
"s597","Lynn Shelton"
"s600","Robin Bissell"
"s2305","Sabina Fedeli"
"s2305","Anna Migotto"
"s2308","Kyran Kelly"
"s2311","Barry Avrich"
"s2316","Michael Duggan"
"s2317","Almudena Carracedo"
"s2317","Robert Bahar"
"s3694","Linda Mendoza"
"s8061","David Allensworth"
"s8061","Monière"
"s1382","Ifeanyi Ikpoenyi"
"s2987","Halitha Shameem"
"s2990","Chung Mong-hong"
"s3005","Madhumita"
"s3007","Debamitra Biswal"
"s4177","Chris Smith"
"s3024","Paco Plaza"
"s3027","William Kaufman"
"s7951","Jeffrey G. Hunt"
"s3030","Patryk Vega"
"s1418","Francisco D'Eufemia"
"s4204","Bent-Jorgen Perlmutt"
"s4206","Greg Pritikin"
"s1465","Jennifer Beamish"
"s1465","Toby Trackman"
"s2935","Lukasz Kosmicki"
"s2936","Shanavas K. Bavakutty"
"s4121","Steven Soderbergh"
"s4124","Kelly Duane de la Vega"
"s2948","James Bamford"
"s2952","Robert Krantz"
"s2955","Jeethu Joseph"
"s2877","Kunihiko Yuyama"
"s2877","Motonori Sakakibara"
"s8191","Thurop Van Orman"
"s8191","John Rice"
"s1277","Jeferson De"
"s2890","Travis Stevens"
"s4086","Aruna Raje"
"s4087","Alex Lehmann"
"s4088","Elisabeth Vogler"
"s2897","Jeethu Joseph"
"s1296","Prateek Vats"
"s7345","Charneice Fox"
"s2912","Richard Phelan"
"s2912","Will Becher"
"s2917","Ashutosh Gowariker"
"s4116","Jon M. Chu"
"s2920","Takashi Yamazaki"
"s2920","Ryuichi Yagi"
"s2920","Makoto Hanafusa"
"s2924","Pantham Thongsang"
"s2924","Cheewatan Pusitsuksa"
"s1317","Vinay Bharadwaj"
"s2931","Andibachtiar Yusuf"
"s2963","Thomas Astruc"
"s2964","Erwin van den Eshof"
"s4147","Dan Gilroy"
"s1569","Jun Lana"
"s3164","Sujeeth"
"s3165","Alexandre Avancini"
"s3170","Noah Baumbach"
"s3175","Michel Tikhomiroff"
"s3176","Robert Kenner"
"s3176","Taki Oldham"
"s3181","John Schultz"
"s1476","Sabrina Rochelle Kalangie"
"s3078","Ravi Babu"
"s3079","Soumitra Ranade"
"s3082","Bruce Leddy"
"s1599","Jason Paul Laxamana"
"s8301","Rodrigo Van Der Put"
"s8753","Theo Davies"
"s3090","Yuki Yamato"
"s8502","Chris Renaud"
"s3097","Lee Toland Krieger"
"s1494","Prime Cruz"
"s3098","Tony Giglio"
"s3100","Ron Oliver"
"s3103","J.D. Dillard"
"s1496","Andibachtiar Yusuf"
"s1498","Cathy Garcia-Molina"
"s3105","Pepe Bojórquez"
"s3106","Rhys Thomas"
"s3108","David M. Rosenthal"
"s3117","Fernando Meirelles"
"s3119","Rodrigo Reyes"
"s3122","Mark Lewis"
"s1526","Naya Anindita"
"s1532","Farishad I. Latjuba"
"s3124","Sebastian DiNatale"
"s1550","Farhad Safinia"
"s3139","Fernando Ayllón"
"s3151","Michael Bay"
"s3156","Ding-Lin Wang"
"s3159","Shonali Bose"
"s1568","Jun Lana"
"s3189","Michelle Johnston"
"s3192","Mikhail Red"
"s3195","Serge Ou"
"s3201","Tanawat Aiemjinda"
"s3604","Joe Murray"
"s3604","Cosmo Segurson"
"s3606","Jesse Moss"
"s3617","Sujoy Ghosh"
"s8469","John Papola"
"s2165","Pascal Amanfo"
"s3624","Alex Burunova"
"s8101","Rowan Athale"
"s3548","Rémy Four"
"s3548","Julien War"
"s3550","Alejandro Fernández Almendras"
"s3556","Roger Kumble"
"s3558","White Trash Tyler"
"s3560","Stan Lathan"
"s5995","David Marmor"
"s3564","Rai Yuvraj Bains"
"s3566","Muh Chen"
"s3567","Saurabh Sinha"
"s7596","Tim Maltby"
"s3568","Steven Bognar"
"s3568","Julia Reichert"
"s3569","Ashwin Saravanan"
"s3570","Ashwin Saravanan"
"s3571","Ashwin Saravanan"
"s3629","Camille Shooshani"
"s3631","Vijay Kumar"
"s2116","Fred Wolf"
"s3584","Michael Tiddes"
"s3587","Kepa Sojo"
"s6780","Mark Murphy"
"s3590","Vikramaditya Motwane"
"s3590","Anurag Kashyap"
"s3591","Cho Li"
"s3591","Chen Hung-yi"
"s3591","Weica Wang"
"s3591","Liu Bang-yao"
"s3591","Lin Guan-fu"
"s3591","Shen Chi"
"s3591","YC Tom Lee"
"s6465","Rajiv Chilaka"
"s6465","Binayak Das"
"s3594","Manu Ashokan"
"s2138","Rebecca Zlotowski"
"s3595","Anita Udeep"
"s3596","Vlad Yudin"
"s335","Justin Baldoni"
"s349","Zara Hayes"
"s6683","Sebastian Gutierrez"
"s2701","Perci Intalan"
"s8320","Cody Stokes"
"s2704","Eddie Mensore"
"s3936","Jeremiah Jones"
"s3940","Karthik Subbaraj"
"s3946","Brie Larson"
"s8517","Thomas Meadmore"
"s2708","Ric Roman Waugh"
"s959","Tosin Igho"
"s3876","Herman Yau"
"s3878","Marcus Raboy"
"s2608","Omoni Oboli"
"s2611","Saravana Rajan"
"s2623","Paul Munger"
"s3889","Fernando Ayllón"
"s3890","Yılmaz Erdoğan"
"s3892","Brian Oakes"
"s975","Seema Pahwa"
"s2643","Chakri Toleti"
"s2648","Upi Avianto"
"s2650","Hanung Bramantyo"
"s2655","Niyi Akinmolayan"
"s2656","Marc Vigil"
"s2715","Haruka Fujita"
"s3951","Shelly Chopra Dhar"
"s3953","Leslie Small"
"s3897","Sandra Restrepo"
"s3904","Jennifer Kaytin Robinson"
"s3905","Renato De Maria"
"s2674","Fernando González Molina"
"s3908","Beyoncé Knowles-Carter"
"s2675","Leticia Jorge Romero"
"s1043","Glenn Weiss"
"s2684","Emcy Joseph"
"s7659","Simon Rumley"
"s3922","Jota Linares"
"s3927","Chris Nelson"
"s2691","Jeff Chan"
"s2697","Stefano Lodovichi"
"s3931","John R. Leonetti"
"s1118","Lina Al Abed"
"s1138","Bashir El Deek"
"s5962","Shravan Kumar"
"s95","Raja Gosnell"
"s97","Stephen Kijak"
"s4654","Madeleine Gavin"
"s4657","Kevin R. Adams"
"s4657","Joe Ksander"
"s4658","Ian Samuels"
"s4660","Franck Ribière"
"s3532","Maha Venkatesh"
"s3533","Tharun Bhascker"
"s108","David de Vos"
"s6326","Ryan Coogler"
"s2052","Ertanto Robby Soediskam"
"s4662","Jesse V. Johnson"
"s4618","Monique Gardenberg"
"s4619","Han Yan"
"s4620","Jeremy Saulnier"
"s4621","Kim A. Snyder"
"s4625","Rocky Soraya"
"s4626","Álvaro Longoria"
"s4626","Gerardo Olivares"
"s3483","Gupse Özay"
"s8355","Rob Cohen"
"s6066","Ava DuVernay"
"s3498","Archie Borders"
"s4627","Anthony Byrne"
"s7449","Toka McBaror"
"s1964","Norihisa Hiranuma"
"s3508","Bedran Güzel"
"s5969","Vijay Milton"
"s6667","Ajithkumar"
"s74","Kemi Adetiba"
"s2006","Tosin Coker"
"s4642","Ariel Vromen"
"s4643","Nicole Holofcener"
"s3521","Kıvanç Baruönü"
"s6947","Elle Callahan"
"s4647","Alessio Cremonini"
"s4650","Joram Lürsen"
"s2016","Satish Rajwade"
"s2017","Abhijeet Deshpande"
"s2025","Hakan Algül"
"s158","Danishka Esterhazy"
"s2060","Baltasar Kormákur"
"s2076","Duncan McMath"
"s6781","Richard Miron"
"s4665","Peter Ho"
"s4668","Onir"
"s4670","Kanwal Sethi"
"s6994","Sudip Bandyopadhyay"
"s7109","Young Jun Lee"
"s1871","Meltem Bozoflu"
"s4526","Stan Lathan"
"s4529","Chris Eigeman"
"s4533","Olaf de Fleur"
"s4534","Tamara Jenkins"
"s1773","Harald Zwart"
"s1889","Umut Aral"
"s3367","Matt Kay"
"s5992","Scott Hussion"
"s5992","Seth Fuller"
"s4472","Tinge Krishnan"
"s4476","Sandi Tan"
"s4478","Vijay Yelakanti"
"s3381","Michael Steiner"
"s4481","Vlad Yudin"
"s1797","Lance Daly"
"s1803","Chris Sivertson"
"s3388","Yuen Woo-ping"
"s4483","Steve Brill"
"s4485","Don Michael Paul"
"s1808","Dan Villegas"
"s1810","Cathy Garcia-Molina"
"s1811","Kim Nguyen"
"s4542","Anthony Giordano"
"s1831","Shady Hanna"
"s3392","Thomas Vinterberg"
"s4491","Marcos Bucay"
"s4493","Peter Lepeniotis"
"s4494","Kim Jee-woon"
"s4501","Timo Tjahjanto"
"s3400","Frank Rajah Arase"
"s4503","Thiru"
"s1837","David 'Tosh' Gitonga"
"s1837","Michael Jones"
"s3423","Louie Psihoyos"
"s4506","Tom Forrest"
"s1847","Peter Mimi"
"s4508","Rajkumar Hirani"
"s4510","Shaad Ali"
"s4511","Gareth Evans"
"s4513","Paul Urkijo Alijo"
"s4514","Johanna Demetrakas"
"s4515","Padraic McKinley"
"s4516","Rizal Mantovani"
"s4517","Kief Davidson"
"s4520","Sara Colangelo"
"s4525","Rusty Cundieff"
"s4525","Darin Scott"
"s1925","Stacie Passon"
"s3466","Roy Poortmans"
"s4567","Tinu Pappachan"
"s4577","Rohit Jugraj"
"s4591","Ishi Rudell"
"s4607","Eduardo Chauvet"
"s4405","David Mackenzie"
"s6995","Jack C. Newell"
"s4412","Tejas Prabha Vijay Deoskar"
"s1740","Justin G. Dyck"
"s1632","Jen McGowan"
"s4352","John Schultz"
"s4353","Damien O’Connor"
"s4355","Joseduardo Giordano"
"s4355","Sergio Goyri Jr."
"s4356","Alice Rohrwacher"
"s4358","Nandita Das"
"s3214","Mike Ezuruonye"
"s3218","Toka McBaror"
"s7677","Dante Lam"
"s1645","Barry Gonzalez"
"s1663","Mohammad Adel"
"s4370","Clay Kaytis"
"s4371","Fernando Colomo"
"s4374","Robert Vince"
"s4375","Rocky Soraya"
"s1748","Zeek Earl"
"s1748","Christopher Caldwell"
"s4415","Matheus Souza"
"s4417","Sara Dosa"
"s4418","Bradley Walsh"
"s4419","Orson Welles"
"s4420","Morgan Neville"
"s1683","Cathy Garcia-Molina"
"s4383","Daniel Goldhaber"
"s4384","Fred Cavayé"
"s4386","Joel Coen"
"s4386","Ethan Coen"
"s4389","V C Abhilash"
"s4392","Nila Madhab Panda"
"s4393","Timo Tjahjanto"
"s4395","Nishanth Ravindaran"
"s4395","Jathin Sanker Raj"
"s4396","Swapna Waghmare Joshi"
"s4398","Erik Matti"
"s1710","Paul Soriano"
"s1754","Jennifer Westcott"
"s1763","Peter Berg"
"s3333","James Dearden"
"s3339","Michael A. Nickles"
"s6709","Valeria Golino"
"s8070","David Fairhead"
"s8070","Anthony Palmer"
"s4426","Rana Ranbir"
"s4429","Justin G. Dyck"
"s4435","Bobby Roth"
"s3843","Yen Cheng-kuo"
"s6252","Dava Whisenant"
"s2559","Rano Karno"
"s8341","Maya Gallus"
"s7305","Kevin Peeples"
"s4873","Sonny Mallhi"
"s4874","Robert Vince"
"s923","Duncan Skiles"
"s4878","Rob Epstein"
"s4878","Jeffrey Friedman"
"s4881","Rene Bueno"
"s7592","Nicolás López"
"s3866","Lee Jeong-beom"
"s2458","Ahmed Zain"
"s7303","Justin McConnell"
"s8442","Lasse Hallström"
"s8442","Joe Johnston"
"s840","Soudade Kaadan"
"s7832","Kim Sung-hoon"
"s4848","Norberto López Amado"
"s4852","Marcus Raboy"
"s2479","Hiromasa Yonebayashi"
"s2479","Yoshiyuki Momose"
"s2479","Akihiko Yamashita"
"s2482","Rako Prijanto"
"s3869","Manav Shah"
"s6960","Christel Gibson"
"s3812","Hernán Zin"
"s3820","Aditya Vikram Sengupta"
"s6026","Meenu Gaur"
"s6026","Farjad Nabi"
"s6122","Matthew Hope"
"s4861","Neeraj Pandey"
"s2532","Fajar Bustomi"
"s2532","Pidi Baiq"
"s2534","Salmeen AlMurry Amer"
"s2537","Julián Hernández"
"s2538","Adekunle Nodash Adejuyigbe"
"s2539","Sadeq Behbehani"
"s3829","Abby Epstein"
"s893","Aditya Kripalani"
"s4864","Jay Karas"
"s3831","Hepi Mita"
"s3833","Che Sandoval"
"s4868","Trey Borzillieri"
"s4868","Barbara Schroeder"
"s3837","Patricia Font"
"s945","Charles Martin"
"s949","Ann Deborah Fishman"
"s955","Pierre Greco"
"s955","Nancy Florence Savard"
"s2578","Michelle Esrick"
"s6593","Christian Gudegast"
"s3872","Michael Epstein"
"s3874","Syamsul Yusof"
"s7191","Sudipto Roy"
"s4891","Alex Timbers"
"s4892","Justin G. Dyck"
"s6005","Nicanor Loreti"
"s8627","Don Michael Paul"
"s4992","Kazuya Murata"
"s4994","Martin Zandvliet"
"s4032","Ibrahim Bin Mohamed"
"s4032","Hasan Aljaberi"
"s4038","Haifaa Al-Mansour"
"s6114","Sean McNamara"
"s6482","Marc Forster"
"s1146","Julian Schnabel"
"s3961","Sam ""Blitz"" Bazawule"
"s4960","Olivia Newman"
"s4964","Lennart Ruff"
"s2848","Adam B. Stein"
"s2848","Zach Lipovsky"
"s6320","Miguel Conde"
"s4969","Dan Lucchesi"
"s1160","Fermín Muguruza"
"s2781","Tamas Yvan Topolanszky"
"s3978","Javier Ruiz Caldera"
"s4971","Kyle Newacheck"
"s4975","Michael Larnell"
"s3983","Oriol Paulo"
"s6070","Oliver Daly"
"s4049","Isao Yukisada"
"s4050","A.R. Murugadoss"
"s5002","Raúl Campos"
"s5002","Jan Suter"
"s6116","Eva Vives"
"s4978","Brandon Camp"
"s4980","Alison Klayman"
"s4003","Pia Sukanya"
"s4012","Frank W Chen"
"s4014","Adrian Teh"
"s6468","Niyi Akinmolayan"
"s8646","Buz Wallick"
"s4988","Yang Woo-seok"
"s2818","Stephanie Zwane"
"s4990","John L. Spencer"
"s1253","Marco Petry"
"s6444","Dianne Dreyer"
"s4052","Nottapon Boonprakob"
"s4053","Nawapol Thamrongrattanarit"
"s4065","Rodrigo Salomón"
"s4065","Pietro Scappini"
"s4067","Miguel Ángel Vivas"
"s6158","Perry Lang"
"s6577","Tom Edmunds"
"s6940","Brant Sersen"
"s8360","Philip Einstein Lipski"
"s8360","Jørgen Lerdam"
"s8360","Amalie Næsby Fick"
"s5007","Mitch Gould"
"s4834","Craig Johnson"
"s4835","Jeffrey Walker"
"s3769","Amar Kaushik"
"s8471","Grant Korgan"
"s8471","Brian Niles"
"s755","Matthew Heineman"
"s6641","Scott Mosier"
"s6641","Yarrow Cheney"
"s4812","Elaine McMillion Sheldon"
"s3704","Kate Horne"
"s6316","Emanuel Hoss-Desmarais"
"s634","Sofie Šustková"
"s8069","Peter Ramsey"
"s8069","Rodney Rothman"
"s8069","Bob Persichetti"
"s8323","Doron Paz"
"s8323","Yoav Paz"
"s4818","Myriam Aziza"
"s4823","Rene Liu"
"s822","Michael Winterbottom"
"s825","George Ratliff"
"s682","Simon Frederick"
"s7905","David L. Cunningham"
"s4824","Madeleine Parry"
"s4824","Jon Olb"
"s6307","Scott Martin"
"s2380","Jim Hosking"
"s705","Achille Brice"
"s3741","Vinod Kapri"
"s4826","Zoya Akhtar"
"s4826","Karan Johar"
"s4826","Anurag Kashyap"
"s4826","Dibakar Banerjee"
"s4827","Oded Raz"
"s4829","Claire Scanlon"
"s7948","Mahmoud Karim"
"s2399","Kitaro Kosaka"
"s7827","Phil Johnston"
"s7827","Rich Moore"
"s2411","Park Hoon-jung"
"s2452","Mamoru Hosoda"
"s7685","Anthony Scott Burns"
"s7300","Ron Davis"
"s7942","V. Scott Balcerek"
"s4843","Lynn Shelton"
"s7418","Rob Marshall"
"s493","Scott Speer"
"s2257","Bryn Evans"
"s2260","Hannah Fidell"
"s4780","Lee Eung-bok"
"s532","Saw Teong Hin"
"s532","Nik Amir Mustapha"
"s532","M.S. Prem Nath"
"s542","Pramod Pawar"
"s4783","Jody Hill"
"s4784","Samu Fuentes"
"s363","Kenneth Gyang"
"s7473","David Blair"
"s4752","Ben Young"
"s4754","Kirby Dick"
"s5996","Raymond Wood"
"s4756","Abhishek Sharma"
"s4757","Steve Paley"
"s8253","Harvey Lowry"
"s3646","Jay Chapman"
"s4766","Alexandre Avancini"
"s4790","Sam Voutas"
"s7097","Jacob Schwab"
"s4769","Alexis Morante"
"s4770","Kobun Shizuno"
"s4770","Hiroyuki Seshita"
"s3659","Aditya Sarpotdar"
"s2240","Daniel Oriahi"
"s4771","Clay Glen"
"s7747","Christophe Honoré"
"s4774","David M. Rosenthal"
"s4775","Scott Zabielski"
"s4776","Diego Cohen"
"s3671","Wi Ding Ho"
"s2248","Amro Salah"
"s8179","Matthew Shoychet"
"s4795","Miguel Arteta"
"s4797","Samir Soni"
"s6538","Jason Bourque"
"s4209","Kobun Shizuno"
"s4209","Hiroyuki Seshita"
"s4210","Kunal Kohli"
"s8052","Ron Howard"
"s1429","Rohena Gera"
"s4211","Noor Imran Mithu"
"s6435","Aaron Hancox"
"s6435","Michael McNamara"
"s5093","Masaaki Yuasa"
"s4213","Ísold Uggadóttir"
"s4214","Lorena Munoz"
"s1368","Gregory Plotkin"
"s4148","Mamat Khalid"
"s6100","Terry Loane"
"s8319","Mario Mattei"
"s8361","Brad Bird"
"s7755","Wim Wenders"
"s2982","David Oelhoffen"
"s4155","Byun Hyuk"
"s4156","Zoe Berriatúa"
"s4157","Adam Bhala Lough"
"s4159","Mansore"
"s4165","Jerrold Tarog"
"s5060","David Wain"
"s4166","Laura Alvea"
"s4166","José Ortuño"
"s4170","Gastón Duprat"
"s7009","Genndy Tartakovsky"
"s5067","Raúl Campos"
"s5067","Jan Suter"
"s5068","Scott Moran"
"s5072","Michael McKay"
"s5073","Charles Stone III"
"s5074","Matt Angel"
"s5074","Suzanne Coote"
"s4181","André D'Elia"
"s4183","Ivan Ayr"
"s5077","Raúl Campos"
"s5077","Jan Suter"
"s3023","Rima Das"
"s4189","Sarjun"
"s4192","Syed Atif Ali"
"s4193","Lee Seung-won"
"s8279","Stephanie Soechtig"
"s8279","Jeremy Seifert"
"s7093","Charles Officer"
"s4198","Gauravv K Chawla"
"s3032","Steve Boettcher"
"s6946","Quinn Lasher"
"s5085","Maya Forbes"
"s5087","Jay Karas"
"s3052","Edwin"
"s3070","Tetsuo Yajima"
"s4222","Lenin Bharathi"
"s5042","Roberta Grossman"
"s5042","Sophie Sartain"
"s5043","David Bruckner"
"s5044","Tamta Gabrichidze"
"s5045","Ari Sandel"
"s4125","Julio Medem"
"s7297","Jenna Laurenzo"
"s6595","Frederick Cipoletti"
"s6606","Hark Tsui"
"s5046","Lance Bangs"
"s5048","Julius Onah"
"s4068","Carlos Vermut"
"s4073","Sridhar Rangayan"
"s4083","Mar Targarona"
"s5029","Duncan Jones"
"s2891","Mick Grogan"
"s4089","Parambrata Chatterjee"
"s4092","Woo Min-ho"
"s8365","Femi Oyeniran"
"s8365","Nicky Slimting Walker"
"s1289","Chris Weitz"
"s2902","Tom Barton-Humphreys"
"s4134","Johnny Kevorkian"
"s6120","Chris Blake"
"s8677","David L.G. Hughes"
"s7759","Steve McLean"
"s1298","Alex Merkin"
"s1304","Ian Cheney"
"s5038","Stephanie Laing"
"s4100","Daniel J. Clark"
"s4111","Jackie van Beek"
"s4111","Madeleine Sami"
"s6579","Danny J. Boyle"
"s7579","Josh Webber"
"s7687","Adam Collins"
"s7687","Luke Radford"
"s2919","Charles Uwagbai"
"s5040","Bo Burnham"
"s5041","Anand Tiwari"
"s4118","Rayka Zehtabchi"
"s1323","Clara Martínez-Lázaro"
"s8707","Jeremiah Zagar"
"s2962","Alfons Adetuyi"
"s4137","Hsu Chih-yen"
"s4137","Mag Hsu"
"s7289","Andrew Tan"
"s7289","Stephen Murray"
"s7390","Michael Winnick"
"s8560","Kyle Rankin"
"s4316","Marco Risi"
"s4318","Anne Fletcher"
"s4319","Marek Losey"
"s4320","Andy Serkis"
"s4322","Mat King"
"s4323","Brian Oakes"
"s4324","Jacob Joice"
"s4325","Bert Marcus"
"s4326","Chris Howe"
"s6863","Michael Mason"
"s7734","Karan Lalit Butani"
"s8268","Tariq Khan"
"s8673","Ashu Trikha"
"s8684","Kushal Srivastava"
"s4244","Noriyuki Abe"
"s8211","Tommy Avallone"
"s6097","Brittany Andrews"
"s4253","Álvaro Brechner"
"s4259","Eduardo Chauvet"
"s4260","Gonzalo Bendala"
"s3092","Emir Kusturica"
"s6193","Jason Stone"
"s6201","Anthony Russo"
"s6201","Joe Russo"
"s1497","Yandy Laurens"
"s4263","Noam Murro"
"s7043","Ross Boyask"
"s1511","James Haslam"
"s4268","Kheiron"
"s4269","Susanne Bier"
"s4276","Irek Dobrowolski"
"s8387","Rodrigo Van Der Put"
"s8725","Josh Mendoza"
"s3114","Falz"
"s5999","Hasraf Dulull"
"s4329","Ahsan Rahim"
"s4284","Samit Kakkad"
"s4285","Joel Gallen"
"s4285","Tig Notaro"
"s1525","Lin Oeding"
"s4286","Prasobh Vijayan"
"s3125","Nuhash Humayun"
"s3125","Syed Ahmed Shawki"
"s3125","Rahat Rahman"
"s3125","Robiul Alam Robi"
"s3125","Golam Kibria Farooki"
"s3125","Mir Mukarram Hossain"
"s3125","Tanvir Ahsan"
"s3125","Mahmudul Islam"
"s3125","Abdullah Al Noor"
"s3125","Krishnendu Chattopadhyay"
"s3125","Syed Saleh Ahmed Sobhan"
"s4288","Sriram Raghavan"
"s3131","Obi Emelonye"
"s4296","Sean Olson"
"s4304","Manoj Beedha"
"s3155","Biodun Stephen"
"s3157","Robert O. Peters"
"s4315","Marcus Raboy"
"s1627","Brian Henson"
"s3199","Jagdeep Sidhu"
"s4332","Enrique García Meza"
"s4337","Nam Ron"
"s6352","Gabriel Clarke"
"s6352","Torquil Jones"
"s8395","Blake Harris"
"s8395","Chris Bouchard"
"s3603","Aadish Keluskar"
"s4709","Alejandro Montiel"
"s7887","Nancy Schwartzman"
"s2155","Steven Rinella"
"s4715","Nikhil Nagesh Bhat"
"s4716","Xiaoxing Yi"
"s4716","Yoshitaka Takeuchi"
"s4716","Haoling Li"
"s6332","Ethan Hawke"
"s3549","Fernando Ayllón"
"s8525","Will Lockhart"
"s8525","Cole D. Pruitt"
"s4719","Lauren Miller Rogen"
"s7584","Jordana Spiro"
"s7664","Tim Rouhana"
"s4688","Han Qing"
"s4689","Ian Edelman"
"s3565","Sunil Thakur"
"s3573","Jun Lana"
"s4694","R. Balki"
"s7741","Dana Nachman"
"s7741","Don Hardy Jr."
"s260","Paakhi Tyrewala"
"s7733","Will Gluck"
"s2120","Chairun Nissa"
"s4701","Vikramaditya Motwane"
"s6094","Kyle Rideout"
"s7032","Matt Kugelman"
"s4706","Mike Newell"
"s4707","Jake Szymanski"
"s6294","Majid Majidi"
"s2184","Colin Minihan"
"s6089","Brett Donowho"
"s6184","Khaled El Halafawy"
"s7906","Chris Stokes"
"s8733","Paul Raschid"
"s6770","Gregory Caruso"
"s8115","Zakariya"
"s8205","Brian M. Conley"
"s8205","Nathan Ives"
"s3933","Rajiv Menon"
"s4935","Marja Lewis Ryan"
"s4938","Derek Peck"
"s4939","Ryan Polito"
"s4941","Raúl Campos"
"s4941","Jan Suter"
"s7362","Prabhuraj"
"s7754","Jean-Simon Chartier"
"s4944","Hèctor Hernández Vicens"
"s963","Johannes Roberts"
"s3949","Rocky Soraya"
"s3949","Anggy Umbara"
"s4945","Kader Aoun"
"s6992","Bille Woodruff"
"s3886","Dar Gai"
"s6393","Lee Chang-dong"
"s972","Maria Pulera"
"s4907","Dawn Porter"
"s4908","Ben Shelton"
"s4912","Laura Brownson"
"s4913","Robert Smigel"
"s3891","Sathyan Anthikad"
"s4916","Max Amini"
"s6884","Ari Sandel"
"s4918","Célia Catunda"
"s4918","Kiko Mistrorigo"
"s4918","Rodrigo Eba"
"s4919","Sang-ho Yeon"
"s2654","Patryk Vega"
"s3895","Bille August"
"s7704","Rebecca Addelman"
"s4922","Mark Raso"
"s1104","Xiao Feng"
"s1108","BB Sasore"
"s6370","Michael Doneger"
"s2668","Müfit Can Saçıntı"
"s6575","Dylan Haegens"
"s6575","Bas van Teylingen"
"s7140","Bill Oliver"
"s2683","Digo Ricio"
"s3913","Vlad Yudin"
"s8439","Carly Stone"
"s1073","Suhas Kadav"
"s2689","Omoni Oboli"
"s4929","Joshua Marston"
"s4930","Eleonore Pourriat"
"s6387","Mike Wiluan"
"s2750","Fritz Böhm"
"s7674","Tiller Russell"
