"id","director"
"s6700","Jenny Carchman"
"s1398","J.A. Bayona"
"s8484","Steve Barker"
"s4187","Hashim Nadeem Khan"
"s4195","Rocky Soraya"
"s7259","Alejandro Lozano"
"s6030","John Asher"
"s7671","John H. Lee"
"s7001","Marty Stalker"
"s8158","John Carchietta"
"s6707","Marcelo González"
"s8489","N.D. Wilson"
"s8386","Sean Penn"
"s5637","Hubert Woroniecki"
"s7316","Ira Sachs"
"s8047","Fred Olen Ray"
"s8028","Gregg Bishop"
"s6957","David Mackenzie"
"s8448","Ben A. Williams"
"s7622","Peter Pardini"
"s8187","Jee-woon Kim"
"s8481","Alison MacLean"
"s5648","Rohit Mittal"
"s5652","Abhishek Chaubey"
"s7922","Pratim D. Gupta"
"s8383","Pieter-Jan De Pue"
"s1334","Todd Phillips"
"s6631","Caradog W. James"
"s8254","Bob Nelson"
"s5869","Lance Bangs"
"s8243","Craig Moss"
"s8479","Shaina Allen"
"s5588","Abhinay Deo"
"s1260","Matt Ross"
"s2883","Niyi Akinmolayan"
"s8485","Dejan Zečević"
"s5865","Yuen Wo-Ping"
"s7200","Steven Gomez"
"s8408","Robert Cannan"
"s8408","Ross Adam"
"s8628","Adam Smith"
"s1285","James Wan"
"s7463","Rakeysh Omprakash Mehra"
"s8619","Richard Bates Jr."
"s5596","Mar Targarona"
"s5598","Juan Pablo Buscarini"
"s5600","Nishikant Kamat"
"s7202","Paul Tanter"
"s7373","Nishikant Kamat"
"s2909","Jason Zada"
"s6123","Vincent Perez"
"s6191","Sung-soo Kim"
"s5605","Raúl Arévalo"
"s7254","Giulio Base"
"s7430","Jesús Magaña Vázquez"
"s8109","Afonso Poyart"
"s5611","Ricky Gervais"
"s2957","Xavier Manrique"
"s4136","Adam Davis"
"s4136","Jerry Kolber"
"s4136","Trey Nelson"
"s4136","Erich Sturm"
"s6273","Fisher Stevens"
"s6690","Neil Triffett"
"s7421","Ui-seok Jo"
"s7564","Greg MacGillivray"
"s7251","Leandro Mark"
"s7251","Nicolás Silbert"
"s5683","Nic Mathieu"
"s1583","John Hillcoat"
"s5686","Chris Kelly"
"s7193","John Stockwell"
"s3179","Omoni Oboli"
"s5690","Benjamin Dickinson"
"s8426","Mads Matthiesen"
"s8325","Kasra Farahani"
"s4237","Julio Fernández Talamantes"
"s6621","Paul Schrader"
"s8199","André Øvredal"
"s5103","Jay Baruchel"
"s8698","John Michael McDonagh"
"s7634","Mat Whitecross"
"s7324","Werner Herzog"
"s7517","Bruce Beresford"
"s5117","Lydia Tenaglia"
"s5694","Adam Nimoy"
"s5695","Elizabeth Wood"
"s8783","Kevin Smith"
"s8563","Emil Ben-Shimon"
"s7471","Julia Hart"
"s8609","Warren P. Sonoda"
"s1537","Brad Peyton"
"s1541","Tom Ford"
"s5662","Vikram Gandhi"
"s6035","Mark Williams"
"s6373","Jody Lambert"
"s3152","Robert O. Peters"
"s3154","Omoni Oboli"
"s8537","Michael Winterbottom"
"s8547","Jean-Pierre Dardenne"
"s8547","Luc Dardenne"
"s7844","Craig Anderson"
"s5680","Alex Lehmann"
"s6831","Hiroshi Katagiri"
"s7404","Steven C. Miller"
"s4343","Jazz Boon"
"s5147","Ali F. Mostafa"
"s5703","Linas Phillips"
"s5706","Bauddhayan Mukherji"
"s3618","John Asher"
"s8212","Rolfe Kanefsky"
"s5342","Matthias Hoene"
"s7262","Chris Nahon"
"s204","Umesh Ghadge"
"s5317","Sarah Adina Smith"
"s5810","Christopher Louie"
"s7724","Mohd Khairul Azri Bin Md Noor"
"s2101","Wayne Blair"
"s3561","Yeung Yat-Tak"
"s7917","Michael Seater"
"s8313","John Lee Hancock"
"s4723","Abhishek Kapoor"
"s4731","Ashutosh Gowariker"
"s6688","Michael Thelin"
"s7824","Ding Sheng"
"s2139","Antonio Campos"
"s7005","Max McGill"
"s282","Charles Uwagbai"
"s8012","Barney Clay"
"s329","Todor Chapkanov"
"s353","Kelly Fremon Craig"
"s5352","John Butler"
"s5354","Ali Scher"
"s5360","Clay Glen"
"s5362","Christopher Murray"
"s6119","Charlie Vaughn"
"s6170","Paul Serafini"
"s6281","April Mullen"
"s8562","Neil Rawles"
"s6180","J.F. Musial"
"s6180","Josh Vietze"
"s1087","Dare Olaitan"
"s8530","Lena Khan"
"s5853","Mike Flanagan"
"s5540","Gerardo Olivares"
"s8178","Mitzi Vanessa Arreola"
"s8178","Amir Galvan Cervera"
"s8293","Nicolas Pesce"
"s2606","Yılmaz Erdoğan"
"s5849","Ricky Gervais"
"s5850","Jon Greenhalgh"
"s2614","Sermiyan Midyat"
"s2617","Kıvanç Baruönü"
"s2619","Bedran Güzel"
"s6145","Andrea Arnold"
"s5516","Gauri Shinde"
"s5517","Oliver Schmitz"
"s5518","Felix Herngren"
"s5518","Måns Herngren"
"s978","Meltem Bozoflu"
"s987","Kıvanç Baruönü"
"s1014","John Madden"
"s7048","Ken Loach"
"s6012","Hani Hamdi"
"s6270","Khaled El Halafawy"
"s6806","Simon Verhoeven"
"s2678","Ethan Coen"
"s2678","Joel Coen"
"s1042","Keiichi Sato"
"s1042","Yasushi Kawamura"
"s5529","Detlev Buck"
"s5531","Kemi Adetiba"
"s5532","Marie Madinier"
"s5533","Miguel Ángel Lamata"
"s8246","Antonio Chavarrías"
"s6203","Anthony D'Souza"
"s6333","Ben Younger"
"s5536","Leslie Small"
"s1121","Takeshi Nozue"
"s1134","Don Michael Paul"
"s1142","Bejoy Nambiar"
"s2734","Shakun Batra"
"s3955","Tianyu Zhao"
"s8392","Manish Jha"
"s6029","Padmakumar Narasimhamurthy"
"s6899","Nanette Burstein"
"s7923","Nagraj Manjule"
"s8501","Stephen Amezdroz"
"s5552","Daniel Burman"
"s6559","Philipp Eichholtz"
"s8020","Jason Cohen"
"s8203","Keith Fulton"
"s8203","Louis Pepe"
"s7897","Jay Chandrasekhar"
"s7196","Daniel Alfredson"
"s8496","Austin Stark"
"s5899","Hannah Fidell"
"s6955","Tom Gianas"
"s6955","Ross R. Shuman"
"s6925","Robert Osman"
"s6925","Nathanael Wiseman"
"s6687","Jon Spira"
"s2050","Antoinette Jadaone"
"s7392","Ben Palmer"
"s7491","William Lau"
"s5261","Nabil Ayouch"
"s8046","Alex Winter"
"s117","Nagesh Kukunoor"
"s5897","Morgan Neville"
"s8559","Robert Eggers"
"s7823","Jeremy Coon"
"s7823","Tim Skousen"
"s6662","Anthony Lucero"
"s134","Neill Blomkamp"
"s142","Steven C. Miller"
"s174","Amy Rice"
"s6232","Jordi Llompart"
"s7338","Parambrata Chatterjee"
"s8600","Michael Cumming"
"s6051","Joram Lürsen"
"s6357","Jelle de Jonge"
"s6815","Sean Cisterna"
"s5894","Evgeny Afineevsky"
"s6703","Drake Doremus"
"s5887","J. Davis"
"s6060","Natalie Portman"
"s5204","Quentin Tarantino"
"s4482","S.S. Rajamouli"
"s8732","Noah Baumbach"
"s5889","Eli Roth"
"s7028","Jonathan Mostow"
"s7049","Brett Haley"
"s6423","Todd Haynes"
"s8037","Leslye Headland"
"s5895","Jay Karas"
"s3422","Ciarán Foy"
"s6034","Tom Fassaert"
"s5891","Adam Dubin"
"s5892","Cary Joji Fukunaga"
"s5219","David Stubbs"
"s6107","Biswajeet Bora"
"s6404","Madhur Bhandarkar"
"s6888","Ananth Narayan Mahadevan"
"s8113","Stefano Sollima"
"s1864","Harshavardhan Kulkarni"
"s6753","Angga Dwimas Sasongko"
"s4575","Atharv Baluja"
"s4603","Vipin Parashar"
"s4615","Saket Behl"
"s6182","Christian Desmares"
"s6182","Franck Ekinci"
"s6237","Zeke Norton"
"s6238","Karen J. Lloyd"
"s7465","Keiichi Hara"
"s7735","Jean-Loup Felicioli"
"s7735","Alain Gagnol"
"s5766","Guilherme Fontes"
"s5773","Álex de la Iglesia"
"s5779","Prashant Nair"
"s8500","Gus Van Sant"
"s7088","Patricia Rozema"
"s7235","Trey Edward Shults"
"s8396","Mark Osborne"
"s5185","Pali Yahya"
"s6930","Daniel Raim"
"s1655","BB Sasore"
"s3240","Tsutomu Mizushima"
"s3323","Vince Marcello"
"s1677","Vibhu Virender Puri"
"s5884","Kristin Hanggi"
"s4394","Nakul Singh Sawhney"
"s7669","Bill Guttentag"
"s7669","Michael Ware"
"s5885","Rhys Thomas"
"s6897","Jeremy Saulnier"
"s7219","Eli Roth"
"s4423","Remo D'Souza"
"s4438","Amitoj Mann"
"s4449","Nikhil Advani"
"s7213","Abbas Alibhai Burmawalla"
"s7213","Mastan Alibhai Burmawalla"
"s5727","Richard Mears"
"s5736","Emilio Martínez Lázaro"
"s8247","David Pablos"
"s6016","Andrew Nackman"
"s5911","Jill Bauer"
"s5911","Ronna Gradus"
"s5913","Mike Fleiss"
"s8638","Jay Roach"
"s8213","Osgood Perkins"
"s7908","Robert Vince"
"s5506","Sudhanshu Saria"
"s6077","Atanu Ghosh"
"s7701","Fernando González Molina"
"s8522","Cosmo Feilding-Mellen"
"s8802","Majid Al Ansari"
"s4041","Antoinette Jadaone"
"s4042","Nuel Naval"
"s6912","Ian Kirby"
"s5916","Aziz Ansari"
"s5917","David Sampliner"
"s7195","Paul Soriano"
"s8173","Dheeraj Berry"
"s7334","Jakob Verbruggen"
"s7499","Dan Fraga"
"s7499","William Lau"
"s8807","Mozez Singh"
"s6562","Brendan Toller"
"s6778","Mark Helenowski"
"s6778","Kevin Pang"
"s6166","Pan Nalin"
"s1209","Muharrem Gülmez"
"s1212","Mahsun Kırmızıgül"
"s6225","Burak Aksak"
"s6626","Jared Hess"
"s6480","Gary Wheeler"
"s7100","V. K. Prakash"
"s7160","Kranti Redkar"
"s7822","Manish Gupta"
"s8714","Ashish R. Mohan"
"s7538","Alessandro Pepe"
"s8482","Ahmed Al-Badry"
"s3776","Mathieu Auvray"
"s6776","Juan Manuel Cotelo"
"s5972","Lyric R. Cabral"
"s5972","David Felix Sutcliffe"
"s5906","Anthony Pierce"
"s5418","Justin Kelly"
"s5907","Liz Garbus"
"s2340","Sooraj R. Barjatya"
"s657","Cristina Jacob"
"s6130","Atul Malhotra"
"s791","Andrew Jenks"
"s816","Mika Kaurismäki"
"s818","Lorene Scafaria"
"s5842","Wilson Yip"
"s696","Soudade Kaadan"
"s3735","Jon Watts"
"s8478","Kevin Derek"
"s7519","Tomer Heymann"
"s4844","Felix Starck"
"s6945","Davis Guggenheim"
"s8078","Javier Ruiz Caldera"
"s8295","David Sington"
"s8344","Zoe Berriatúa"
"s495","Barry Levinson"
"s8368","Karyn Kusama"
"s2272","Fuwad Khan"
"s2273","Nishikant Kamat"
"s2274","Krish"
"s2287","Luv Ranjan"
"s6150","Asif Kapadia"
"s6245","Kyle Newman"
"s6567","Gilles Paquet-Brenner"
"s6717","Alex Garland"
"s7475","Anna Boden"
"s7475","Ryan Fleck"
"s7854","Atom Egoyan"
"s8042","John Maclean"
"s8289","James Ponsoldt"
"s7646","Poj Arnon"
"s2215","Alex Gibney"
"s7890","Lenny Abrahamson"
"s8180","Pamela Romanowsky"
"s6517","Florian Gallenberger"
"s5833","Allan Ungar"
"s7546","John Dower"
"s6874","Neslihan Yesilyurt"
"s475","Nima Nourizadeh"
"s8120","Kasper Barfoed"
"s5905","Phil Joanou"
"s2310","Cem Yılmaz"
"s6981","Asim Raza"
"s8762","Yasir Nawaz"
"s5838","Hemant Gaba"
"s5838","Pratim D. Gupta"
"s5838","Sudhish Kamath"
"s5838","Nalan Kumarasamy"
"s5838","Anu Menon"
"s5838","Sandeep Mohan"
"s5838","Qaushiq Mukherjee"
"s5838","Rajshree Ojha"
"s5838","Raja Sen"
"s5838","Abhinav Shiv Tiwari"
"s5838","Suparn Verma"
"s7208","Felix Thompson"
"s7876","Ishaya Bako"
"s7470","Barbara Kopple"
"s7353","Sridhar Jetty"
"s6625","Mahin Ibrahim"
"s6625","Austin Kolodney"
"s6625","Will Lowell"
"s6625","David Beier"
"s6625","Dave Dorsey"
"s6625","Xu Zhang"
"s6625","Alana Waksman"
"s6625","Jon YonKondy"
"s6625","Drue Metz"
"s6625","Brandon Somerhalder"
"s4161","Kuntz Agus"
"s8704","Max Joseph"
"s3019","Brian Helgeland"
"s7737","Ajay Bhuyan"
"s7737","Kunal Kohli"
"s6934","Ron Davis"
"s8509","Isaac Ezban"
"s5639","Mir-Jean Bou Chaaya"
"s6643","Colin Teague"
"s8626","Don Michael Paul"
"s4220","Yanyong Kuruaungkoul"
"s7820","Hari Viswanath"
"s7017","Jerry Rothwell"
"s6334","Deane Taylor"
"s7307","Charles Stone III"
"s6802","Wade Allain-Marcus"
"s6802","Jesse Allain-Marcus"
"s6257","Lilibet Foster"
"s4069","Cathy Garcia-Molina"
"s4070","Wenn V. Deramas"
"s4078","Dan Villegas"
"s5918","John Asher"
"s1264","John Erick Dowdle"
"s2880","Walter Taylaur"
"s2882","Daniel Oriahi"
"s2885","Oyefunke Fayoyin"
"s5590","Tomas Portella"
"s5866","Mitch Schauer"
"s2904","Angelina Jolie"
"s2906","Paco Cabezas"
"s4105","Lars Kaalund"
"s6547","Chandrakant Kanse"
"s8029","Corey Grant"
"s8165","Jevons Au"
"s8165","Zune Kwok"
"s8165","Chow Kwun-wai"
"s8165","Ng Ka-Leung"
"s8165","Wong Fei-Pang"
"s5617","Rohit Shetty"
"s5619","Shlok Sharma"
"s6455","Gurvinder Singh"
"s7042","Adam Sjöberg"
"s5682","James Yukich"
"s5881","Gary Howsam"
"s5881","Mike Smith"
"s5881","John Paul Tremblay"
"s5881","Robb Wells"
"s5882","Sofia Coppola"
"s6609","Benoît Jacquot"
"s5877","Alik Sakharov"
"s3115","Frank Rajah Arase"
"s3116","Omoni Oboli"
"s4282","Sam Loh"
"s8399","Yorgos Lanthimos"
"s5879","L. Frazier"
"s6349","Jay Surridge"
"s3126","Tom Hooper"
"s3127","Karan Anshuman"
"s3133","Zoya Akhtar"
"s8202","Elliot Hegarty"
"s5125","Benson Lee"
"s6331","Daniel Alfredson"
"s6800","Marc Levin"
"s5665","Sinan Akkuş"
"s8428","John Banas"
"s8578","Wim Bonte"
"s5880","Frank Coraci"
"s6668","Harjit Singh"
"s5699","Ricardo Maldonado"
"s7542","Ishi Rudell"
"s7542","Jayson Thiessen"
"s8651","Susan Lambert"
"s8651","Stefan Moore"
"s5338","S.S. Rajamouli"
"s5339","S.S. Rajamouli"
"s5340","S.S. Rajamouli"
"s3619","Mae Czarina Cruz"
"s3620","Lance Bangs"
"s5341","Rob Silvestri"
"s8287","Paul Andrew Williams"
"s6009","Gaby Dellal"
"s6274","Keiko Yagi"
"s6083","Daniela Goggi"
"s7141","Toby Haynes"
"s4735","Imtiaz Ali"
"s6904","Esteban Vidal"
"s258","Mani Ratnam"
"s3583","Tarsem Singh"
"s4702","Rucha Humnabadkar"
"s7537","Nathaniel Warsh"
"s8709","Alejandro Agresti"
"s5814","Louis C.K."
"s6279","Anthony Wonke"
"s5900","Jay Karas"
"s5988","Victor Zarcoff"
"s5333","Will Canon"
"s346","David Feiss"
"s6926","Ilya Naishuller"
"s7152","Lana Wachowski"
"s7152","Lilly Wachowski"
"s7271","Kazuaki Kiriya"
"s7689","Kundan Shah"
"s8280","Alistair Legrand"
"s5365","Claude Lelouch"
"s6984","Neil Armfield"
"s7337","David Wnendt"
"s7812","Werner Herzog"
"s8270","Simon Stone"
"s981","Selçuk Aydemir"
"s983","Şenol Sönmez"
"s985","Burak Aksak"
"s991","Hakan Algül"
"s6433","Shalini Kantayya"
"s8549","Mark Neveldine"
"s3952","Shanjey Kumar Perumal"
"s8264","Jarrad Paul"
"s8264","Andrew Mogel"
"s8551","Ossama Abu El Atta"
"s8551","Tarek Al Eryan"
"s6548","Hasan Karacadağ"
"s5914","Bill D'Elia"
"s1028","Guillermo del Toro"
"s2679","Jon M. Chu"
"s2681","Ian Edelman"
"s7627","Enrico Bisi"
"s6052","Michael Lennox"
"s6227","Aaron Nee"
"s6227","Adam Nee"
"s7793","Chris Bell"
"s7793","Josh Alexander"
"s7793","Greg Young"
"s1120","David Hackl"
"s2717","Karan Malhotra"
"s6085","Julien Christian Lutz"
"s8538","Ben Brewer"
"s8538","Alex Brewer"
"s7970","Billy Ray"
"s5547","Maris Curran"
"s7125","Vlad Yudin"
"s6880","Henrik Ruben Genz"
"s7398","Tom O'Brien"
"s8096","Brad Anderson"
"s4661","Rajkumar Hirani"
"s7047","Mez Tharatorn"
"s1940","Abhishek Chaubey"
"s5930","Luis Lopez"
"s5930","Clay Tweel"
"s5265","Warren P. Sonoda"
"s7466","Liv Ullmann"
"s1977","Rajesh Ganguly"
"s1983","Sekhar Kammula"
"s1987","Sekhar Kammula"
"s6188","John Erick Dowdle"
"s5898","Kip Andersen"
"s5898","Keegan Kuhn"
"s2011","Dean DeBlois"
"s8311","Oliver Frampton"
"s141","Sebastián Schindel"
"s179","Evan Goldberg"
"s179","Seth Rogen"
"s7527","James Bobin"
"s3543","Petra Costa"
"s3543","Lea Glob"
"s6654","Afia Nathaniel"
"s8553","Russell Crowe"
"s6400","Angga Dwimas Sasongko"
"s6143","Sarik Andreasyan"
"s8327","David Batty"
"s4545","Eric Idle"
"s4549","Roger Graef"
"s4549","James Rogan"
"s1844","Levan Gabriadze"
"s3424","Ahmet Katıksız"
"s7367","Debaloy Dey"
"s8150","Navneet Behal"
"s7098","Leo Riley"
"s5929","James Yukich"
"s6658","Dave Green"
"s4560","N. Linguswamy"
"s4564","Manjeet Maan"
"s4573","Rohit Jugraj"
"s4578","Shashanka Ghosh"
"s4593","Thiru"
"s7165","Roger Allers"
"s7165","Gaëtan Brizzi"
"s7165","Paul Brizzi"
"s7165","Joan C. Gratz"
"s7165","Mohammed Saeed Harib"
"s7165","Tomm Moore"
"s7165","Nina Paley"
"s7165","Bill Plympton"
"s7165","Joann Sfar"
"s7165","Michael Socha"
"s5926","Orlando von Einsiedel"
"s7355","Christian Ditter"
"s3316","Savage Steve Holland"
"s3261","Robb Dipple"
"s5925","Lance Bangs"
"s4453","Navinder Pal Singh"
"s4457","Kunal Deshmukh"
"s4460","Gaurav Narayanan"
"s8617","Wally Pfister"
"s6023","Bharat Jain"
"s7804","Anurag Singh"
"s7889","Navaniat Singh"
"s8631","Jitender Pawar"
"s8444","Charlie McDowell"
"s2464","Ahmed Zein"
"s8388","Mark Craig"
"s846","Steve Gukas"
"s866","David Ayer"
"s3810","Hernán Zin"
"s8595","Steve Loter"
"s6196","David Morris"
"s6196","Jacqui Morris"
"s4040","Olivia M. Lamasan"
"s6209","Adam MacDonald"
"s3991","Wenn V. Deramas"
"s8497","Kristian Levring"
"s1192","Manny Rodriguez"
"s1192","Jay Lavender"
"s4001","Richard Loncraine"
"s1198","Tate Taylor"
"s2810","Scot Armstrong"
"s6018","Victor Levin"
"s8488","Lone Scherfig"
"s7683","Jayaraj Rajasekharan Nair"
"s6728","Hakan Algül"
"s7063","Aytaç Ağırlar"
"s7716","Kıvanç Baruönü"
"s7916","Hakan Yonat"
"s4059","Jonathan A. Rosenbaum"
"s7207","Paul Katis"
"s5017","Mike Smith"
"s5017","John Paul Tremblay"
"s5017","Robb Wells"
"s8125","Indra Kumar"
"s8505","Abhishek Sharma"
"s753","Mark Waters"
"s2420","Adriana Trigiani"
"s8117","Saul Dibb"
"s4817","Seiji Mizushima"
"s7925","Mohamed Hamdy"
"s6159","Ismail Farouk"
"s6159","Hazem Fouda"
"s809","Don Michael Paul"
"s8359","Isaac Ezban"
"s2378","Peter Lepeniotis"
"s724","Michael Simon"
"s8456","Peggy Holmes"
"s727","Joe Berlinger"
"s727","Bruce Sinofsky"
"s6091","Thierry Donard"
"s741","Michael Tiddes"
"s5910","Luis Estrada"
"s497","Camille Delamarre"
"s2275","Kabir Sadanand"
"s2281","Satish Rajwade"
"s2283","Devika Bhagat"
"s366","Najwa Najjar"
"s7323","Nick Gomez"
"s8643","Kevin Smith"
"s6047","J.C. Chandor"
"s7299","Jeff Baena"
"s7864","Andrew Lau Wai-Keung"
"s7864","Andrew Loo"
"s8237","Atom Egoyan"
"s7635","Gillian Robespierre"
"s8057","Julius Avery"
"s8494","David Michôd"
"s8682","Ganesh Kadam"
"s8508","William Eubank"
"s8508","Will Eubank"
"s5380","Jay Chapman"
"s5932","Chapman Way"
"s5932","Maclain Way"
"s2313","Cem Yılmaz"
"s8116","Benny Fredman"
"s7226","Hans Petter Moland"
"s8353","Lasse Hallström"
"s7493","William Lau"
"s7493","Sylvain Blais"
"s7526","Alexandre Heboyan"
"s7526","Benoît Philippon"
"s1407","Eric Darnell"
"s1407","Simon J. Smith"
"s5636","Burhan Qurbani"
"s6413","Peter Sattler"
"s5989","Daniel Stamm"
"s3039","Tom Green"
"s1447","Jeff Tremaine"
"s1464","Tony Collingwood"
"s3055","Vadim Jean"
"s6126","Richard Rich"
"s6740","Nagraj Manjule"
"s7496","William Lau"
"s2947","Austin Peck"
"s2947","Anneliese Vandenberg"
"s5616","Malik Vitthal"
"s4071","Mae Czarina Cruz"
"s4077","Cathy Garcia-Molina"
"s2886","Seyi Babatope"
"s8404","Joshua Oppenheimer"
"s6623","Charles Martin Smith"
"s8465","Brian A. Miller"
"s7177","Ken Burns"
"s8097","Alex Holmes"
"s6503","Olivier Assayas"
"s4139","Rick Morales"
"s5618","Farah Khan"
"s5622","Peter DeLuise"
"s6409","Carlos Bolado"
"s5922","Jay Karas"
"s1473","Samar Shaikh"
"s8799","Chandra Prakash Dwivedi"
"s6684","Fabien Beziat"
"s6684","Hugues Nancy"
"s3113","Omoni Oboli"
"s4283","Jason Lai"
"s8030","Ekachai Uekrongtham"
"s7543","Jayson Thiessen"
"s7543","Ishi Rudell"
"s4290","Elaine Bogan"
"s4290","John Sanford"
"s4292","Michael Cuesta"
"s4293","David Cronenberg"
"s4295","James Marsh"
"s7919","Ehtesham Uddin"
"s6841","Christopher Smith"
"s1609","McG"
"s1613","Jon Favreau"
"s1614","Richard Laxton"
"s3191","Matt Shakman"
"s4335","Lawrence Cheng"
"s4336","Prakash Balwant Saini"
"s4339","Johnnie To"
"s3614","Shin Won-ho"
"s7474","Osman Ali"
"s3621","Shannon Hartman"
"s8777","Christian De Vita"
"s4713","Abhishek Varman"
"s212","Bhushan Patel"
"s7425","Philip Yung"
"s229","Roger Donaldson"
"s4726","Vishal Bhardwaj"
"s265","Steve Brill"
"s2122","Sergei Bodrov"
"s8752","Zach Braff"
"s5931","Robert Nixon"
"s5931","Fisher Stevens"
"s2143","Rob Minkoff"
"s5819","Jay Chapman"
"s7586","Dan Gilroy"
"s6909","Ali Taner Baltacı"
"s970","John Wells"
"s979","Hakan Algül"
"s7979","Vicky Matthews"
"s7979","Gareth Sacala"
"s6876","Andrew Niccol"
"s7886","Sameh Abdulaziz"
"s7551","Moataz El Tony"
"s3906","Alan Rickman"
"s7396","David Gordon Green"
"s1054","One9"
"s5528","Detlev Buck"
"s7296","Onur Ünlü"
"s8503","Tiller Russell"
"s3923","Hasan Karacadağ"
"s2727","Vinil Mathew"
"s2729","Shashank Khaitan"
"s2738","Rajiv Chilaka"
"s2738","Anirban Majumder"
"s2738","Alka Amarkant Dubey"
"s2748","Renzil D'Silva"
"s1939","Rajat Kapoor"
"s8510","Sunil Soraya"
"s3488","Wong Kar Wai"
"s5997","Morgan Neville"
"s29","Scott Stewart"
"s1972","Smeep Kang"
"s1975","Tigmanshu Dhulia"
"s2004","Raja Gosnell"
"s8642","David Soren"
"s7721","Banjong Pisanthanakun"
"s5294","Toshiyuki Kubooka"
"s7057","Jay Chapman"
"s7237","Oliver Blackburn"
"s1785","Frasco Mortiz"
"s1788","Nimród Antal"
"s4497","Rajesh Touchriver"
"s6169","Sohail Tatari"
"s7910","Dave Higby"
"s6125","Richard Rich"
"s7662","Morgan Spurlock"
"s4568","Amitoj Mann"
"s4595","Pankaj Batra"
"s4602","Abbas Alibhai Burmawalla"
"s4602","Mastan Alibhai Burmawalla"
"s4608","Sundar C."
"s6235","Kyran Kelly"
"s6367","Alê Abreu"
"s7050","Steve Race"
"s5781","Riccardo Milani"
"s1665","Robert Rodriguez"
"s6092","Anne Fontaine"
"s3321","Stephen Herek"
"s3263","Eli Roth"
"s1695","Cody Cameron"
"s1695","Kris Pearn"
"s3281","Makoto Shinkai"
"s7649","Oliver Stone"
"s1711","Ryan Coogler"
"s8248","John Stephenson"
"s4439","Raj Kumar Gupta"
"s4443","Sajid Khan"
"s4445","Ksshitij Chaudhary"
"s4446","Abhishek Kapoor"
"s4451","Lance Bangs"
"s4459","R. Kannan"
"s6866","Takuya Inaba"
"s5939","Will Lovelace"
"s5939","Dylan Southern"
"s8154","Sameh Abdulaziz"
"s917","Niels Arden Oplev"
"s2572","Seth Barrish"
"s3870","Antoine Fuqua"
"s7668","Nicolas Winding Refn"
"s2582","Jeffrey Schwarz"
"s6330","Gabriela Cowperthwaite"
"s6450","David Dhawan"
"s8773","Sangeeth Sivan"
"s6340","Woody Allen"
"s1241","Lasse Hallström"
"s1154","Justin Chadwick"
"s1176","Stephen Frears"
"s7915","Gianfranco Rosi"
"s7950","John Lee Hancock"
"s8696","Faraz Haider"
"s1217","Erol Özlevi"
"s5582","Yılmaz Erdoğan"
"s6906","Sermiyan Midyat"
"s6892","Indra Kumar"
"s7103","Manish Tiwary"
"s7490","Steve Sacks"
"s6260","Volker Arzt"
"s6260","Angelika Sigl"
"s748","Kenneth Gyang"
"s6204","Ajay Bahl"
"s6053","Kees Van Oostrum"
"s7928","Amr Arafa"
"s8529","Mohammed El-Tahawy"
"s8529","Mohamed Mostafa"
"s719","Daniel Schechter"
"s2386","Juan José Campanella"
"s6546","Zachary Heinzerling"
"s2271","David Dhawan"
"s2277","Sudhir Mishra"
"s2278","Shoojit Sircar"
"s2290","Neeraj Pandey"
"s2292","Gurmmeet Singh"
"s8259","Kirk De Micco"
"s8259","Chris Sanders"
"s6959","Spike Jonze"
"s7505","Rachel Bell"
"s7391","Keanu Reeves"
"s411","Rajiv Chilaka"
"s412","Rajiv Chilaka"
"s414","Rajiv Chilaka"
"s417","Rajiv Chilaka"
"s556","Bong Joon Ho"
"s8010","Destin Daniel Cretton"
"s7328","Steven Knight"
"s8514","James Ponsoldt"
"s8659","Jonathan Glazer"
"s8024","Anil Sharma"
"s8454","Philipp Stölzl"
"s7180","Leslie Small"
"s7180","Tim Story"
"s4794","K.C. Bokadia"
"s8687","Bilal Lashari"
"s5644","Greg Richardson"
"s1397","Gary Fleder"
"s3009","Sofia Coppola"
"s5936","Jehane Noujaim"
"s6556","Jean-Marc Vallée"
"s7085","Eugenio Derbez"
"s6073","Chandrakant Kulkarni"
"s7494","Dustin McKenzie"
"s7502","Dustin McKenzie"
"s7502","Steve Sacks"
"s7631","Lars von Trier"
"s8592","Sameer Vidwans"
"s7111","Mathias Malzieu"
"s7111","Stéphane Berla"
"s4074","Cathy Garcia-Molina"
"s4075","Cathy Garcia-Molina"
"s6856","Wenn V. Deramas"
"s6343","Jeremy Saulnier"
"s6851","Kazuchika Kise"
"s8548","Errol Morris"
"s1284","James Wan"
"s6372","Cecilia Peck"
"s7416","Leo Riley"
"s7416","Eric Radomski"
"s7792","Satish Rajwade"
"s7512","Michael Mayer"
"s8196","Jonathan Sobol"
"s7138","Ahishor Solomon"
"s1603","Dado C. Lumibao"
"s8728","Ritu Sarin"
"s8728","Tenzing Sonam"
"s7293","Mario Cambi"
"s7378","Luc Vinciguerra"
"s1538","Lee Daniels"
"s3136","Mrighdeep Singh Lamba"
"s7872","Devaki Singh"
"s7872","Luke Kenny"
"s5938","Josh Greenbaum"
"s4334","Johnnie To"
"s4349","Gary Mak"
"s5698","Ralph Macchio"
"s302","Rohit Shetty"
"s303","Cavi Borges"
"s303","Luciano Vidigal"
"s8085","David Mackenzie"
"s7076","Jacob Kornbluth"
"s210","Milan Luthria"
"s8315","Scott Walker"
