"item","max.factor","max.value"
"2808",3,0.0286861608631951
"5222",3,0.0286775060969761
"4051",3,0.0286550117030402
"300",3,0.0286494889692407
"1195",3,0.0286375058503151
"5859",3,0.02863038230154
"3565",3,0.0286167262213027
"6030",3,0.0285902508096508
"1118",3,0.0285667745668313
"5857",3,0.0285279043558422
"1104",3,0.0284592437076337
"4331",3,0.0284585606698053
"4836",3,0.0284379720072991
"3372",3,0.0284062114553705
"374",3,0.0283889933065861
"5423",3,0.0283188504304526
"5396",3,0.0283142468260097
"2721",3,0.0282630627893238
"5190",3,0.0282331404141997
"17",3,0.0282085209742947
"4066",3,0.0281626037133994
"1424",3,0.0281104185583694
"777",3,0.0281082139907502
"5440",3,0.0280734908665869
"5143",3,0.0280700565325002
"650",3,0.0279984808503115
"1554",3,0.0279565977896158
"2611",3,0.0279423960153093
"5125",3,0.027939073564903
"4132",3,0.0278978428642954
"6046",3,0.0278958190355801
"947",3,0.0278887970149338
"2960",3,0.0278861432820774
"451",3,0.0278373854937885
"2122",3,0.0277989519413048
"2146",3,0.027798169286488
"6083",3,0.0277952214244602
"4687",3,0.0277908260398687
"580",3,0.0277454500384714
"5994",3,0.0277381045435191
"4479",3,0.0277372395704508
"4582",3,0.0277291183926119
"6343",3,0.0277119028999925
"1814",3,0.0276388348717624
"4263",3,0.0276347111822017
"1427",3,0.0276200429392423
"970",3,0.0276060899756235
"6340",3,0.0275914528425266
"1841",3,0.0275588278780019
"2698",3,0.0275387812836545
"5003",3,0.0275234913816006
"2525",3,0.0275086548371474
"3300",3,0.0274940453236932
"5641",3,0.0274931838669114
"4260",3,0.0274359613174822
"4335",3,0.0274295211312814
"6270",3,0.0274257350111456
"995",3,0.0273993691591578
"4217",3,0.0273749399618995
"6037",3,0.0273089679260699
"504",3,0.0272932326802821
"4351",3,0.0272899764391136
"4153",3,0.0272838894639593
"3977",3,0.0272760470430133
"2310",3,0.0272730651809376
"3495",3,0.0272481094063392
"3231",3,0.0272477759087995
"1714",3,0.0272354616576701
"6303",3,0.0272244035352618
"2964",3,0.0272177167255105
"5496",3,0.0271954396328605
"5854",3,0.0271946698523008
"4241",3,0.0271680116338566
"1621",3,0.0271631010762843
"2725",3,0.0271542064977726
"4442",3,0.027153078131403
"2552",3,0.0271498241185404
"3923",3,0.0270810190864724
"4163",3,0.0270590937177891
"3101",3,0.0270531784640916
"3139",3,0.0270298080616425
"1443",3,0.0270231191919545
"5002",3,0.0270136805583708
"2959",3,0.0270122661039253
"4449",3,0.026984203171325
"1951",3,0.0269788687652185
"6005",3,0.0269692634773098
"3453",3,0.0269571897362813
"6123",3,0.026943886061219
"761",3,0.0269054630562828
"5129",3,0.0268846293506271
"4393",3,0.0268775379590496
"2699",3,0.026876755716197
"1102",3,0.0268757584756851
"5166",3,0.0268475598396046
"5784",3,0.0268393716802032
"4597",3,0.026838873670579
"1097",3,0.0268374310513059
"5017",3,0.0268115342359417
"3679",3,0.0268016286139621
"4384",3,0.0267965025664635
"3858",3,0.0267812437261265
"894",3,0.0267676958350992
"3241",3,0.0267666857167932
"6387",3,0.0267631427247431
"1916",3,0.0267341449523507
"4584",3,0.0267254671906112
"11",3,0.0266969136872566
"4990",3,0.0266709398596023
"4534",3,0.0266687072431301
"3657",3,0.0266311424723723
"2813",3,0.026602381723347
"3371",3,0.0265656298685814
"1611",3,0.026556529895345
"6449",3,0.0265462994406019
"5494",3,0.026521545321552
"4509",3,0.0265196444513606
"3240",3,0.0264669416242283
"3535",3,0.0264322281758057
"124",3,0.0264240399450195
"5749",3,0.0264206520010054
"356",3,0.026413236157896
"6277",3,0.0263617583756916
"3987",3,0.0263515777297093
"5625",3,0.0263407689724627
"1631",3,0.0263344985230351
"616",3,0.0263314528994877
"6126",3,0.026330560459524
"1740",3,0.0263298427724859
"3989",3,0.0263096780485725
"2452",3,0.0263086768040768
"4908",3,0.0262495091185214
"351",3,0.0262478003230749
"1462",3,0.0262302261421227
"4526",3,0.026197548832865
"6427",3,0.0261485036076442
"3516",3,0.0261274314417005
"3783",3,0.0261216604406023
"1325",3,0.0261090471854392
"3433",3,0.0260947073858412
"5061",3,0.0260946400032781
"4710",3,0.0260877966364514
"6151",3,0.0260638986618354
"1850",3,0.026061665573594
"6000",3,0.026049307327347
"2929",3,0.0260355618638114
"91",3,0.0260219408228759
"2469",3,0.0260169909309705
"4107",3,0.026008820961635
"305",3,0.0260029584453071
"2988",3,0.0259503705307008
"3609",3,0.0259460398766758
"5231",3,0.0259270277760134
"6483",3,0.0259209162441702
"2371",3,0.0258700867961792
"3027",3,0.0258464124664656
"5398",3,0.0258421038425965
"4337",3,0.0258329044118391
"2429",3,0.0258130502305082
"71",3,0.0258077314791289
"2935",3,0.025803798568575
"3636",3,0.0257793275775159
"3848",3,0.0257488829625093
"5473",3,0.0257149411641784
"495",3,0.0257046375004211
"5191",3,0.0256977747592783
"6090",3,0.0256730219605241
"5999",3,0.0256687692658531
"4185",3,0.0256676739444811
"534",3,0.0256576504414528
"232",3,0.0256299903281461
"6087",3,0.0256279104776095
"69",3,0.025625087811567
"1300",3,0.02561564664092
"6266",3,0.02560378331445
"1920",3,0.0255952280112543
"2944",3,0.0255780337125683
"6407",3,0.0255752844144832
"2258",3,0.0255629802861451
"4846",3,0.0255565241130318
"2104",3,0.0255273535270098
"3420",3,0.0255018335638078
"6479",3,0.0254761162434616
"4610",3,0.0254383715527317
"3865",3,0.0254240440989022
"5198",3,0.0254186417704782
"5692",3,0.0253796463487126
"1137",3,0.0253695171457804
"622",3,0.0253643656841581
"2",3,0.0252927879675887
"1872",3,0.0252897552357064
"137",3,0.0252885245911678
"4350",3,0.0252779204042859
"1935",3,0.0252608397186607
"1644",3,0.0252560124027368
"5321",3,0.0252372116674508
"3924",3,0.0252186614572958
"1293",3,0.0252153952463841
"5066",3,0.0252085067928511
"3313",3,0.0251882652472764
"6255",3,0.025184271819792
"3786",3,0.025175441587743
"6107",3,0.0251387109379452
"981",3,0.0251351316950789
"4824",3,0.025129160336619
"4843",3,0.0251204677052262
"1832",3,0.0251132985470867
"3454",3,0.025077747269812
"5642",3,0.0250711346664229
"5294",3,0.0250473574628096
"4988",3,0.0250406671331657
"5269",3,0.0250342623374443
"3202",3,0.0250099574544688
"5439",3,0.0250087308249452
"1921",3,0.025000157803484
"3821",3,0.0249932921395692
"1672",3,0.0249817984387827
"130",3,0.0249775982092371
"936",3,0.0249772095486731
"1189",3,0.0249471100750253
"4234",3,0.0249235536306227
"3088",3,0.0248937026246426
"3570",3,0.024884093576513
"2993",3,0.0248651348588016
"5864",3,0.0248394858075876
"1858",3,0.0247984086237014
"2999",3,0.024792203370519
"183",3,0.0247915998954481
"4465",3,0.0247675171743138
"6071",3,0.0247328263969271
"3718",3,0.0247213357726264
"2095",3,0.0246919259515614
"5790",3,0.0246847667328391
"6310",3,0.0246460816250874
"2052",3,0.0246030031112619
"3593",3,0.0245918463058152
"6309",3,0.0245698458423229
"1760",3,0.0245645096027073
"4912",3,0.0244927051351912
"3160",3,0.0244560760971289
"3509",3,0.0244425338156167
"4588",3,0.0244316777771992
"2714",3,0.0244208756019863
"2731",3,0.0243998936767014
"3980",3,0.0243861381254318
"4201",3,0.0243841993546487
"3766",3,0.0243811447482979
"2679",3,0.0243743246872252
"6017",3,0.0243682337837766
"5549",3,0.0243542609763463
"5334",3,0.02434545959786
"5113",3,0.0243405816740663
"5022",3,0.0243149805929346
"3048",3,0.0242883993680608
"1213",3,0.0242214556930812
"4802",3,0.0242082768576583
"5116",3,0.0241862592379458
"1936",3,0.0241705687227613
"4353",3,0.0241336938920273
"1060",3,0.0241289212915733
"5285",3,0.0241120288868508
"322",3,0.0240892182831555
"2377",3,0.0240332316703491
"4539",3,0.0240251840983377
"4275",3,0.0239878794232957
"2921",3,0.0239827736328125
"3548",3,0.023923559610435
"5771",3,0.0239053131303136
"4115",3,0.0238935585667128
"2773",3,0.0238716125789622
"5974",3,0.0238672441210027
"1229",3,0.023859065064585
"1986",3,0.0237246669666893
"6456",3,0.0237201875313858
"3039",3,0.0236770497566283
"37",3,0.0236617729392291
"224",3,0.0236136046585715
"1305",3,0.0235869411500512
"4233",3,0.0235742209735204
"2927",3,0.023563418975404
"5232",3,0.0235094725315581
"3581",3,0.0234839928455079
"4032",3,0.0234562016906499
"6290",3,0.0234504929561765
"658",3,0.0234498829126154
"915",3,0.0234293664901033
"741",3,0.0233921737485096
"1748",3,0.0233875585488466
"6145",3,0.0233679396691461
"5712",3,0.0233606055876084
"4138",3,0.0233258872552698
"2803",3,0.0232995570374794
"2443",3,0.0232864793379373
"1897",3,0.023264613912538
"2998",3,0.0232423393681074
"1911",3,0.0231737675865276
"4358",3,0.0231408705255061
"4844",3,0.0231311720879221
"26",3,0.0231292871641481
"991",3,0.0231271163713951
"5107",3,0.0230957166432661
"3545",3,0.0230201624163768
"1805",3,0.0230144139379549
"6222",3,0.023009444235888
"2609",3,0.0229812894575033
"4667",3,0.0229288362305215
"5366",3,0.0228583956871181
"5915",3,0.0228475749418415
"1908",3,0.0227689878244284
"6148",3,0.0227521957012517
"458",3,0.0226607190645971
"3809",3,0.0225298652010163
"1856",3,0.0225164631239766
"5336",3,0.0224903527892161
"769",3,0.022484141548345
"5286",3,0.0224072218809421
"734",3,0.0224057273488192
"3000",3,0.022381220900201
"4566",3,0.0223341643306613
"4427",3,0.0222890602575019
"581",3,0.022278365682956
"2680",3,0.0222199373450519
"6506",3,0.0222128982484297
"2570",3,0.0221907659219834
"3134",3,0.0221460753282464
"4414",3,0.0221042363135009
"1574",3,0.0219610827212056
"2572",3,0.0218434248009361
"1448",3,0.0217146432886109
"5142",3,0.0216999323309132
"1674",3,0.0216678729346793
"2458",3,0.0216355538212379
"6258",3,0.021593740643371
"5320",3,0.0215927413236979
"4549",3,0.0214917647820902
"5863",3,0.0214418360899459
"1146",3,0.0213722358362682
"4382",3,0.0213702202459979
"996",3,0.0212472319897962
"2107",3,0.021236446958406
"2539",3,0.0211766589356678
"1491",3,0.0210879054638541
"4505",3,0.0210087005345447
"2030",3,0.0206792215050068
"2755",3,0.0206275188313645
"4613",3,0.0205575813710209
"5562",3,0.0205029589551578
"3424",3,0.0204455963756162
"1244",3,0.0203544265110779
"5515",3,0.0203018261098
"2013",3,0.0202750247303111
"6485",3,0.0200260228666136
"4020",3,0.019986695410547
"5102",3,0.019593508583115
"6463",3,0.0195875827946349
"1707",3,0.0195739325724817
"2934",3,0.0193622410908477
"601",3,0.0193398795396799
"1280",3,0.0189236047411449
"5096",3,0.01799044679768
"2686",3,0.0177132602746397
"5614",4,-0.0783389237131087
"5103",4,-0.0755729961690122
"1140",4,-0.0750513283746675
"3589",4,-0.071435347136081
"5834",4,-0.067779754797047
"5486",4,-0.0677770843933445
"1756",4,-0.0677770843933445
"4719",4,-0.0629078080279812
"5206",4,-0.0626832972569327
"5249",4,-0.0599662195364312
"2100",4,-0.0582917797707995
"4955",4,-0.0577776565600035
"2206",4,-0.0569786969844634
"5397",4,-0.0556311161130875
"4071",4,-0.055486470785458
"5525",4,-0.0554660798533582
"2586",4,-0.0552619029412544
"284",4,-0.0550436602064487
"1415",4,-0.0544690343821573
"877",4,-0.0529272409671835
"4088",4,-0.0526220596357833
"6333",4,-0.052597770386918
"985",4,-0.0525614899161923
"5301",4,-0.0524067393791239
"3303",4,-0.0522263608820064
"3328",4,-0.0515321829320493
"74",4,-0.0514703848152064
"1071",4,-0.0513926500219044
"2895",4,-0.051367560592928
"3071",4,-0.0513572859615215
"1580",4,-0.0513119614970317
"521",4,-0.0511212812489372
"5454",4,-0.0505021182326862
"5746",4,-0.0504716051106981
"2442",4,-0.0504661749020251
"5399",4,-0.0504436193939827
"5329",4,-0.0502245057377576
"4885",4,-0.0501795374874582
"530",4,-0.0501556617238113
"2706",4,-0.0498996707191791
"4682",4,-0.0498590477165086
"5631",4,-0.0498014558497028
"5037",4,-0.0496386090353074
"3080",4,-0.0494068460318643
"5812",4,-0.0492540518900283
"1879",4,-0.049083555972947
"4842",4,-0.0490574874500272
"2273",4,-0.0490004649294736
"4858",4,-0.0488544061482599
"3089",4,-0.0485272329819548
"2346",4,-0.0485019260644993
"5783",4,-0.0484184528589471
"2607",4,-0.0481807646306043
"4015",4,-0.0479823714741527
"4235",4,-0.0478247503231052
"567",4,-0.0476529065496295
"555",4,-0.0475781718009937
"1090",4,-0.0475541816935465
"2654",4,-0.0475492076298334
"1893",4,-0.0475180904194556
"3707",4,-0.047250003266563
"45",4,-0.0471924261300237
"657",4,-0.0471590656333934
"5090",4,-0.0470210225199608
"1297",4,-0.0469443961533023
"133",4,-0.0468814778571379
"2076",4,-0.0467720522479481
"1572",4,-0.0464727836803759
"5215",4,-0.0464098913203694
"382",4,-0.0464017468572899
"1002",4,-0.046305908044023
"212",4,-0.0463024182668007
"1296",4,-0.0462063320711725
"226",4,-0.0461569771664914
"5193",4,-0.0461025905019036
"2183",4,-0.0460875506654794
"2120",4,-0.0460337801584474
"482",4,-0.0460075940202633
"276",4,-0.0460056585308827
"6451",4,-0.0458777840551565
"2193",4,-0.0456725268771023
"5603",4,-0.0455390747419486
"6268",4,-0.0454648786578368
"2918",4,-0.0454523040853895
"746",4,-0.0453654474399656
"4530",4,-0.04515449909927
"3180",4,-0.045142404714156
"4418",4,-0.04485228485257
"5407",4,-0.0446896366120531
"2197",4,-0.0446506534949472
"2305",4,-0.0446419931601732
"2583",4,-0.04458188381849
"6417",4,-0.044560357025392
"5667",4,-0.0444088550562953
"3072",4,-0.0442323911138225
"299",4,-0.0442035432421795
"4571",4,-0.0441292981181478
"2124",4,-0.0440534731465134
"666",4,-0.0440291269431284
"4904",4,-0.044006179267066
"4839",4,-0.0438966837977833
"2540",4,-0.0437771468232697
"4327",4,-0.0436250427273054
"3555",4,-0.0435553869039992
"2950",4,-0.0434377460783549
"4545",4,-0.0432776515388792
"3304",4,-0.0432557260894727
"4753",4,-0.0432544866482147
"3723",4,-0.0431203255921584
"3161",4,-0.0430999493635161
"4558",4,-0.0430102770264023
"4225",4,-0.0429285441463138
"5023",4,-0.0429009053644821
"918",4,-0.0427881991135045
"5342",4,-0.042771008567092
"4779",4,-0.0424661543495689
"4376",4,-0.0423535008064567
"3796",4,-0.0423028538416537
"1076",4,-0.0422860592396587
"43",4,-0.0422136630961391
"6246",4,-0.0421492473732751
"3130",4,-0.0420281323984812
"3286",4,-0.041921621581472
"2481",4,-0.0418741734727486
"2186",4,-0.0417457341684299
"191",4,-0.0417227882914716
"5001",4,-0.0417011543949834
"4229",4,-0.0416931537951872
"3605",4,-0.0416783460181474
"3972",4,-0.0416606652588543
"3440",4,-0.0413711168776704
"6475",4,-0.0413613471469613
"2460",4,-0.0413168806887271
"3606",4,-0.0413048977791614
"2547",4,-0.041285841351813
"1947",4,-0.0412457344192311
"4812",4,-0.0411243078725619
"818",4,-0.0409740850642632
"6487",4,-0.0409699090853973
"6452",4,-0.0409646841585883
"2475",4,-0.0409496238782265
"1001",4,-0.0409125652072751
"99",4,-0.0408912372710495
"3738",4,-0.0408815630188461
"3337",4,-0.0408543163708554
"3114",4,-0.0408347294028318
"96",4,-0.0405559927554711
"6380",4,-0.0404863186685948
"901",4,-0.0404632069647547
"4892",4,-0.0402472658493199
"2642",4,-0.0402466456717136
"317",4,-0.0402401551763465
"3741",4,-0.0400253414081217
"6338",4,-0.0399874603785327
"5804",4,-0.0399412313899058
"5457",4,-0.0398414198827014
"5157",4,-0.0397579157339771
"1780",4,-0.0397482255309832
"2462",4,-0.0397403005706813
"3419",4,-0.0397387467116539
"6454",4,-0.039723262320147
"3795",4,-0.0395953504373412
"5619",4,-0.0394726068390308
"3955",4,-0.0394292599855683
"4295",4,-0.0393964029321723
"336",4,-0.0393763196945902
"2317",4,-0.0393454860461639
"627",4,-0.0393372510684573
"2085",4,-0.0393103557062982
"1864",4,-0.0392356394335935
"492",4,-0.039186849509819
"739",4,-0.0391527319379275
"202",4,-0.0391035498283972
"5745",4,-0.0390517178337914
"1860",4,-0.0389365578054491
"4605",4,-0.0388783032380652
"5754",4,-0.0388748372295692
"16",4,-0.0387992096661086
"6294",4,-0.0387956439362276
"3682",4,-0.0387838776936117
"3836",4,-0.0387813111447655
"5372",4,-0.0387643992313976
"1379",4,-0.0386316271643506
"5462",4,-0.0386009468029167
"1342",4,-0.0384638750352749
"2693",4,-0.0384508354422696
"755",4,-0.0384470487516993
"3187",4,-0.0383546261460986
"5209",4,-0.0382709577264424
"1970",4,-0.038268740875253
"4747",4,-0.0382652630707948
"1809",4,-0.0382102467419407
"4237",4,-0.038116402883812
"1751",4,-0.0380433211545254
"3496",4,-0.0379384906333
"4591",4,-0.0379056065424986
"6282",4,-0.0378885800188509
"1428",4,-0.0378592785318691
"2390",4,-0.0377619776106445
"2780",4,-0.0377593440786663
"1315",4,-0.0376898845046555
"626",4,-0.037611863599589
"3213",4,-0.0375756537547466
"5627",4,-0.0375026756568019
"4369",4,-0.0374549611352548
"1848",4,-0.0374442469557227
"413",4,-0.0374426467368043
"3400",4,-0.0374019125953728
"4416",4,-0.0373979197646802
"6003",4,-0.0372489528964601
"625",4,-0.0372195658180481
"1609",4,-0.0371461793864992
"262",4,-0.0371349481601677
"1487",4,-0.0368984318218375
"3694",4,-0.0368713157032786
"3819",4,-0.0368112764769656
"3921",4,-0.0368095871305147
"4675",4,-0.0367491720071541
"645",4,-0.0366386443527368
"638",4,-0.0366337532241054
"1721",4,-0.0365949778920998
"9",4,-0.0365450214592201
"656",4,-0.0365159899228915
"3077",4,-0.0362403228027081
"852",4,-0.0362231961091902
"2754",4,-0.0360153198709476
"3680",4,-0.035874891613104
"338",4,-0.035811358013028
"858",4,-0.0357962803481985
"265",4,-0.0357885682013178
"3412",4,-0.0355724067617382
"447",4,-0.035528073374355
"2961",4,-0.0354781744132224
"737",4,-0.0354695635606056
"1703",4,-0.0354159338508183
"4432",4,-0.0353694837869917
"426",4,-0.0353672072632402
"5611",4,-0.0352491429536978
"1077",4,-0.0351585597644859
"3579",4,-0.0351520938636377
"1314",4,-0.0350716666333205
"3164",4,-0.0349986642969785
"2021",4,-0.0349711770053129
"5504",4,-0.0348570148227947
"4452",4,-0.0348366882151892
"2263",4,-0.0347370453728015
"298",4,-0.0345882696060975
"6389",4,-0.034374134414683
"2690",4,-0.034135601474711
"944",4,-0.0340968829180068
"1683",4,-0.0340334930927144
"5378",4,-0.0339689501174638
"4744",4,-0.0338507112017645
"1216",4,-0.0337349495304083
"2239",4,-0.0337065239279117
"4671",4,-0.0336926744352916
"4872",4,-0.0336859299433982
"3477",4,-0.0336692302750784
"1753",4,-0.0336669728770725
"6471",4,-0.0336597867396237
"1126",4,-0.0335255048789257
"5186",4,-0.0335063490827903
"5377",4,-0.0334269300637548
"4226",4,-0.033374084285979
"5861",4,-0.033366063261912
"4348",4,-0.0333575660977683
"5371",4,-0.0333009760972919
"4603",4,-0.0332035808680435
"6140",4,-0.0331290923523426
"2284",4,-0.0330486172346232
"4577",4,-0.0330064127830088
"75",4,-0.033005996346194
"1361",4,-0.0328159540761052
"2288",4,-0.0327198191003036
"13",4,-0.0326595146818003
"2799",4,-0.0326443677163251
"1904",4,-0.0326268106101143
"1222",4,-0.0326023142772848
"3625",4,-0.0323144187646137
"5543",4,-0.0323018760218794
"4355",4,-0.0322746570066963
"1152",4,-0.0321938602223228
"3073",4,-0.0321755402917131
"2145",4,-0.0320402715329421
"5550",4,-0.0319735757496001
"4230",4,-0.0319355243316817
"3238",4,-0.0317948468012317
"1626",4,-0.0317848483621883
"841",4,-0.0317337265411008
"938",4,-0.0317165252891239
"6058",4,-0.0316640474865125
"3057",4,-0.031616195537121
"5850",4,-0.0315647100561036
"5982",4,-0.0315567521892254
"5767",4,-0.0315174645777811
"2636",4,-0.0314788498935121
"6256",4,-0.0314003291399688
"2759",4,-0.0313461135500211
"6191",4,-0.0312242351128274
"6056",4,-0.0311869140094862
"1981",4,-0.0311406210380683
"3025",4,-0.0311383783681191
"1789",4,-0.0311059440599006
"829",4,-0.031006339606555
"1502",4,-0.0309757554209549
"5168",4,-0.0309571636657104
"5960",4,-0.0309459612309874
"1661",4,-0.0308954102058304
"4724",4,-0.0308882888543664
"1803",4,-0.0308819824290678
"5084",4,-0.0308677904240393
"5836",4,-0.0308265115693101
"1785",4,-0.0308195618565441
"2685",4,-0.0306470848523641
"5029",4,-0.0305506691161775
"1946",4,-0.0304755580039056
"5376",4,-0.03046674826286
"2592",4,-0.0304559914037316
"6467",4,-0.0304269512696173
"4800",4,-0.0304046673897283
"2669",4,-0.030397927047172
"3302",4,-0.0303476973006141
"4426",4,-0.0303451853327035
"2046",4,-0.0303095678276632
"1156",4,-0.0303004898790699
"5497",4,-0.0302986060956105
"1328",4,-0.0302542531068244
"1530",4,-0.0302170643428002
"4696",4,-0.0301915387299174
"2873",4,-0.0301789408716151
"330",4,-0.0300512390369616
"4003",4,-0.0300421108102167
"3983",4,-0.0300028861194616
"3275",4,-0.0299171787123078
"5659",4,-0.0297931858241608
"3167",4,-0.0297826283430182
"6346",4,-0.0297648869670175
"3315",4,-0.0297162241344266
"5453",4,-0.0293962701111378
"171",4,-0.0293871503169097
"3800",4,-0.0293388187757361
"3210",4,-0.0292413323129765
"5417",4,-0.0292240329748558
"3627",4,-0.0290181623419299
"857",4,-0.0289045108428077
"2677",4,-0.0289007438957931
"5760",4,-0.0288228136102464
"5803",4,-0.028703273597564
"2786",4,-0.0287019427637052
"1902",4,-0.0286996414031879
"4285",4,-0.0286143129784099
"6198",4,-0.0285838137601975
"3815",4,-0.0285596999875385
"2544",4,-0.0285304132131074
"5702",4,-0.0284570125063703
"1844",4,-0.0284412295845304
"1559",4,-0.0284393800634744
"2948",4,-0.0284029947332633
"3945",4,-0.0283792032313976
"862",4,-0.0283045277558776
"1277",4,-0.0282914967045051
"3421",4,-0.0281881295426514
"1768",4,-0.0280982420339046
"2276",4,-0.0280937384830999
"4712",4,-0.0280934921421947
"6358",4,-0.0280429002994917
"1852",4,-0.0280163895266695
"2528",4,-0.0279753601766712
"2526",4,-0.0278980568071549
"5463",4,-0.0278738564586491
"2332",4,-0.0278439190172957
"1324",4,-0.0277823131949276
"4589",4,-0.0277819543619019
"2335",4,-0.0277194114723869
"2906",4,-0.0277027100380346
"1262",4,-0.0276882909854325
"4801",4,-0.0276459804629389
"2520",4,-0.0276286940344774
"2569",4,-0.0276007269217984
"3938",4,-0.0275982405170612
"1133",4,-0.0275814625681462
"6214",4,-0.0275673652504743
"3835",4,-0.0275561918711955
"2672",4,-0.027528218346644
"4880",4,-0.0274997142194445
"4488",4,-0.027488042918318
"6014",4,-0.0274319867154569
"2255",4,-0.027320541083117
"4410",4,-0.0273116756611457
"6218",4,-0.0273000345930465
"5609",4,-0.0272909979954623
"6410",4,-0.0272364147596832
"5295",4,-0.0272276283239869
"5367",4,-0.0272109360657066
"4887",4,-0.0271970185461089
"3201",4,-0.0270858359736323
"2911",4,-0.0270178307444349
"1764",4,-0.0269968179381044
"3767",4,-0.0269640185608178
"2396",4,-0.0269395297375748
"4536",4,-0.0268399744174373
"5211",4,-0.0267267496561712
"4606",4,-0.0266848649377147
"2928",4,-0.0266592244078471
"5678",4,-0.026651017316216
"320",4,-0.0266422126288744
"5165",4,-0.0266380566912324
"793",4,-0.0266065282681589
"4475",4,-0.0266032589072954
"4197",4,-0.0265172333403733
"3618",4,-0.026508021971973
"6007",4,-0.0264385678964054
"2483",4,-0.0264233929181785
"448",4,-0.0263988620866628
"5144",4,-0.0263485860451651
"1917",4,-0.0262439079741889
"3215",4,-0.0261530986858866
"2821",4,-0.0261387032523609
"613",4,-0.0261120079858385
"1269",4,-0.0260914931536054
"1562",4,-0.0260852822063422
"5739",4,-0.0259808554099165
"2730",4,-0.0259292295313534
"4359",4,-0.0258307763422982
"2296",4,-0.0258275211058952
"2752",4,-0.0257417714064128
"2152",4,-0.0257184418578527
"4065",4,-0.025704910609309
"2269",4,-0.0256429930936161
"2105",4,-0.0256192764611331
"1167",4,-0.0255618649136485
"541",4,-0.0255396476630884
"2416",4,-0.025479379224472
"2894",4,-0.0254544165120828
"5544",4,-0.0254249770765991
"4079",4,-0.025331096256278
"5194",4,-0.0253272591320641
"1092",4,-0.0252983753843002
"1511",4,-0.0252834460085777
"5207",4,-0.0252494229937438
"3884",4,-0.0251757217768881
"3345",4,-0.0251709227337487
"5172",4,-0.0251368184120047
"3595",4,-0.0251292793641847
"4027",4,-0.0250998630744884
"6069",4,-0.0250947638992903
"2976",4,-0.0250810481549548
"5015",4,-0.0250201126674001
"3615",4,-0.0249519849011355
"401",4,-0.0249300648585271
"731",4,-0.0248134007931944
"2058",4,-0.0247707818479156
"6265",4,-0.0247607565750997
"5762",4,-0.0247116204546733
"409",4,-0.0247106488089325
"2726",4,-0.0246855275062793
"6325",4,-0.0245748775323331
"2162",4,-0.024555405460414
"3531",4,-0.0245327047428783
"5502",4,-0.0245197780393976
"725",4,-0.0244556551435562
"5458",4,-0.0244214996085426
"6348",4,-0.0242676337341814
"2112",4,-0.0242524232881839
"640",4,-0.024231644307506
"2931",4,-0.0241506503805289
"5261",4,-0.0240956586182024
"1433",4,-0.0240831290515672
"854",4,-0.0240694434227916
"5160",4,-0.0240586323106763
"1774",4,-0.0240016873927057
"44",4,-0.0239848099304712
"2339",4,-0.0239790597524077
"4035",4,-0.0239032449151195
"379",4,-0.0238881311137072
"4821",4,-0.0238210743522992
"973",4,-0.0237937466360767
"4318",4,-0.0236213044089659
"2461",4,-0.0236099958020641
"4276",4,-0.0235725593435867
"2418",4,-0.0234820215549961
"3967",4,-0.0232718716637438
"1890",4,-0.0232489772430514
"5278",4,-0.0230679079993743
"4883",4,-0.0230419988152931
"4341",4,-0.022929529494609
"3764",4,-0.0229033632438985
"3633",4,-0.0228382504055732
"466",4,-0.0227252218766149
"942",4,-0.0226900240047568
"4002",4,-0.0226822124753868
"1121",4,-0.0224196060325176
"4467",4,-0.0224137707603491
"5843",4,-0.0224098996524106
"127",4,-0.02226928462303
"4455",4,-0.0221505428307562
"895",4,-0.0220980305381061
"1961",4,-0.0220958181086415
"4758",4,-0.0217031731216508
"5791",4,-0.021501854016803
"3452",4,-0.021455916127413
"1317",4,-0.02036500350578
"1766",4,-0.0203334406811931
"5691",4,-0.0196550901754617
"3580",4,-0.019524921643463
"3523",4,-0.0189608249123225
"210",4,-0.0175935371711513
"273",4,-0.0172845416572454
"5392",4,-0.0169946195638417
"6070",4,-0.0159811684558962
"3772",4,-0.0156116754646316
"415",4,-0.0154014234801779
"464",4,-0.0150919335883154
"5756",4,-0.0138364363332626
"5369",4,-0.0136466759116443
"1838",4,-0.0131880905937881
"6431",4,-0.0125826684905935
"145",4,-0.0124232625512047
"3929",4,-0.0123086512033054
"5485",4,-0.0122961489251213
"1763",4,-0.0119343284288979
"1349",4,-0.0116077606664701
"188",4,-0.0114825318089889
"86",4,-0.0107356909588788
"8",4,-0.0106610728710942
"1080",4,-0.0103176611528218
"1610",4,-0.0102373989185166
"955",4,-0.0100795589618884
"1796",4,-0.00987273645340208
"5518",4,-0.00985680682437254
"476",4,-0.00984439610249439
"5042",4,-0.0094960860135233
"5950",4,-0.00919215289635796
"905",4,-0.0090128371946209
"2343",4,-0.00881543042737297
"3878",4,-0.00874968207851355
"2227",4,-0.00856849566648884
"5044",4,-0.00843389780801164
"1130",4,-0.00838988377424841
"1263",4,-0.00778899896010828
"3311",4,-0.00778450161014977
"4038",4,-0.00774720070671902
"6215",4,-0.00757951706936494
"4826",4,-0.00717570370711131
"836",4,-0.00685740566303131
"1010",4,-0.00656385323023565
"1278",4,-0.00577229794897029
"3937",4,-0.00573716894528593
"966",4,-0.00572727012361082
"2652",4,-0.00560784275172509
