"item","max.factor","max.value"
"2628",2,-0.0533304291645782
"4037",2,-0.0532198836410666
"3309",2,-0.0530782459267272
"3613",2,-0.0525389683032485
"4732",2,-0.0519838683422066
"2387",2,-0.0516358939614907
"3034",2,-0.0514150837982287
"2295",2,-0.0509915421935389
"4633",2,-0.0508947174145332
"3530",2,-0.0508550920026567
"4150",2,-0.0506576834077157
"2800",2,-0.0498334468230671
"4144",2,-0.0498260281806677
"4145",2,-0.0498098595863671
"3551",2,-0.0497595660994733
"2211",2,-0.0497161776150439
"1976",2,-0.0496260901077017
"715",2,-0.0494491233078882
"3287",2,-0.0491503692824336
"6190",2,-0.0490810314550889
"3907",2,-0.0488890862272009
"3299",2,-0.048658985208144
"1659",2,-0.047928963759056
"3207",2,-0.0475444409203777
"1717",2,-0.0473980954604205
"2182",2,-0.0473213965389139
"6418",2,-0.0473196552519498
"5995",2,-0.0467459192053291
"1954",2,-0.0464499175574944
"106",2,-0.0464067884574333
"1295",2,-0.0462789358061804
"4159",2,-0.046206489108859
"3978",2,-0.0459988602496385
"2367",2,-0.0454022876343606
"2820",2,-0.0449885120452871
"4058",2,-0.0444007697430601
"3229",2,-0.0442545076362909
"3293",2,-0.0440685503241246
"2348",2,-0.0440558231806227
"2508",2,-0.0440156365113751
"4751",2,-0.0439014356022513
"1219",2,-0.0438090435724216
"2419",2,-0.0437530970747434
"2952",2,-0.0437182498316777
"998",2,-0.0437118028994489
"111",2,-0.0434439121590551
"457",2,-0.0430902696118662
"5145",2,-0.0428361138461583
"2400",2,-0.0428284808352426
"4755",2,-0.0426667278353194
"3431",2,-0.0424280253167214
"2361",2,-0.0422577850061133
"4502",2,-0.0422489760491828
"2319",2,-0.0421770971562477
"4076",2,-0.0420701487765944
"2665",2,-0.041974393801889
"3042",2,-0.0415157631076997
"2170",2,-0.0415055315645699
"3914",2,-0.0413798435272679
"839",2,-0.0412133967524612
"5571",2,-0.0411298191386458
"4293",2,-0.0407177953025876
"6230",2,-0.0405898034609625
"3377",2,-0.0404628925587981
"397",2,-0.0403110184851938
"5618",2,-0.0402190915391741
"4059",2,-0.0402159013478324
"1632",2,-0.040150845768311
"2447",2,-0.0401332013136963
"1330",2,-0.0400994696564078
"5565",2,-0.0398378427503376
"3533",2,-0.0397504184230141
"1497",2,-0.0395756745596782
"865",2,-0.0395422937778994
"5309",2,-0.0393853634954719
"3033",2,-0.0393242804922271
"4099",2,-0.0392682436891935
"2506",2,-0.039185198834691
"275",2,-0.0390996323250771
"2048",2,-0.0388186652412726
"589",2,-0.0387760449722491
"2760",2,-0.0387168969210441
"997",2,-0.0385864232721126
"780",2,-0.0384084989985775
"5498",2,-0.0383774407911539
"1347",2,-0.0382923191547655
"6074",2,-0.0382665219682315
"3260",2,-0.0382611135226625
"3976",2,-0.0381524904523969
"4638",2,-0.038151529507605
"3832",2,-0.0378376133225228
"2804",2,-0.0377203466224378
"2516",2,-0.0376609966586419
"3608",2,-0.0374829002897933
"888",2,-0.0374436157977842
"3481",2,-0.0373034713349326
"5229",2,-0.0372686261388706
"2308",2,-0.0372324773725451
"6375",2,-0.0371973944361433
"1744",2,-0.0371719147531458
"1281",2,-0.0370563205195826
"93",2,-0.0369986011067979
"3808",2,-0.0367809286058365
"5386",2,-0.0366939703134515
"2027",2,-0.0366887182141366
"5034",2,-0.0365119364813689
"3788",2,-0.0364745779629404
"3279",2,-0.0361863899209328
"2987",2,-0.0358232579213201
"61",2,-0.0356734381559931
"3894",2,-0.0356114872253154
"4628",2,-0.0355345686049975
"5970",2,-0.0352579581202527
"5123",2,-0.0352174019124637
"6260",2,-0.0352026343692912
"4627",2,-0.0351618107222929
"1088",2,-0.0350273679264691
"368",2,-0.0349990332339509
"2850",2,-0.0347418778209789
"2171",2,-0.0346823740769376
"3055",2,-0.0344842143956543
"1678",2,-0.0344569686159194
"4299",2,-0.0343912642089214
"4044",2,-0.0343220026102492
"2331",2,-0.034292972794741
"4478",2,-0.0342227787550949
"3881",2,-0.0341975764355612
"4435",2,-0.0341838936703258
"2739",2,-0.0341142995945564
"6453",2,-0.0339562661119923
"6206",2,-0.0338806783900113
"6385",2,-0.0334231092320071
"1592",2,-0.0333684163331521
"929",2,-0.033091650112485
"2538",2,-0.0328835878586749
"4492",2,-0.0327715356565796
"5291",2,-0.0327275181580815
"2375",2,-0.0324697004070631
"387",2,-0.0324630707659542
"2485",2,-0.0323565161240054
"1939",2,-0.0323255172887279
"5605",2,-0.0322926212873899
"4816",2,-0.0322844417704547
"249",2,-0.0322522541325668
"4012",2,-0.0321853299572194
"4811",2,-0.0321558019684233
"2664",2,-0.0320670547098866
"2426",2,-0.0320541266302471
"164",2,-0.0319849978581246
"1187",2,-0.0319717981072418
"4148",2,-0.0319334024647559
"659",2,-0.031930719586288
"3480",2,-0.031875963861591
"5174",2,-0.0318484115960029
"1478",2,-0.0317924793494362
"3037",2,-0.0317419881621176
"4048",2,-0.0317245004585464
"4820",2,-0.0317136529765492
"3957",2,-0.0316997974179351
"4110",2,-0.0316893570585235
"815",2,-0.0316191178114418
"4122",2,-0.0313983943125717
"5517",2,-0.0311529681377695
"3013",2,-0.0311239048996853
"4851",2,-0.0310652061199183
"5922",2,-0.0310106841488089
"4720",2,-0.0309941178133819
"3607",2,-0.0309607871104014
"3560",2,-0.0308667478720573
"2530",2,-0.0306936269439108
"6511",2,-0.0305731684504482
"1550",2,-0.0305537261564485
"3074",2,-0.0304305354955416
"2126",2,-0.0302271677416066
"350",2,-0.0301545945992016
"5391",2,-0.0301523134856917
"5805",2,-0.0301223795894331
"5201",2,-0.0300139981978998
"2783",2,-0.0298937092060445
"3842",2,-0.0298764328200143
"5393",2,-0.0298763271599717
"3905",2,-0.0297906538149501
"5652",2,-0.029523584922679
"1560",2,-0.0294854984444664
"577",2,-0.0294232393886774
"1689",2,-0.0294182165882409
"2867",2,-0.0294008266562529
"1900",2,-0.0293898940750925
"1372",2,-0.0293335293707566
"4690",2,-0.029271246871854
"303",2,-0.0292134513471818
"4621",2,-0.0291173727998071
"6128",2,-0.0290325221120531
"5223",2,-0.0290039947520267
"3711",2,-0.0289748369232658
"723",2,-0.0289726037674328
"606",2,-0.0289573056869499
"341",2,-0.028947050008918
"3386",2,-0.0288177234261504
"1482",2,-0.0287998936636356
"4311",2,-0.0287918265568683
"3520",2,-0.028772223651278
"2318",2,-0.0287090876174419
"2303",2,-0.0286813872959218
"3897",2,-0.0286616995493461
"4587",2,-0.0285498331470996
"1016",2,-0.0285231086827054
"5484",2,-0.028412079288604
"2871",2,-0.0284038464333173
"4131",2,-0.028350749356793
"4918",2,-0.0282851439885371
"1377",2,-0.0282425725795571
"2663",2,-0.027932158782499
"4635",2,-0.0277604912321558
"3603",2,-0.0276967307333227
"5442",2,-0.0276227598025028
"3626",2,-0.027420732242465
"4430",2,-0.0273268640724072
"2168",2,-0.0273203536241348
"754",2,-0.0272852246942549
"1903",2,-0.0272265339376698
"4537",2,-0.0272123015963899
"5169",2,-0.0272102055018335
"2341",2,-0.0271116854239587
"189",2,-0.0270705849940536
"4298",2,-0.0268361247388074
"6041",2,-0.0267270727014723
"5495",2,-0.0265749842751774
"4086",2,-0.0265623918341853
"3225",2,-0.0264463193765074
"3906",2,-0.0263757783117887
"4943",2,-0.026352546949715
"2519",2,-0.0263465244619701
"4877",2,-0.0263114256213405
"2778",2,-0.0263038610624662
"4855",2,-0.0262608395468752
"5086",2,-0.0262190387974097
"3031",2,-0.0261836539824133
"2302",2,-0.0258228904191366
"403",2,-0.0258033417593542
"490",2,-0.0256457100193775
"3036",2,-0.0256320020584045
"824",2,-0.0256197286101394
"1123",2,-0.025593644060212
"269",2,-0.0255524021717713
"558",2,-0.0255166250554696
"5655",2,-0.0255079076579996
"1221",2,-0.025443582379035
"5126",2,-0.0254429089647699
"4861",2,-0.0254328953449008
"5507",2,-0.0254122928717193
"3041",2,-0.0253638191048086
"2063",2,-0.0253530161164521
"2807",2,-0.0253307010650967
"1535",2,-0.0253051501271214
"480",2,-0.0252684476789635
"5055",2,-0.0252583343544634
"1039",2,-0.0252401923835708
"5663",2,-0.0251645348126737
"1543",2,-0.025145861540228
"4935",2,-0.0251448950453736
"3149",2,-0.0251417167271997
"1699",2,-0.0251105334907997
"4101",2,-0.0251049133644376
"2997",2,-0.02509776868452
"3443",2,-0.0250868526109814
"4130",2,-0.025036644343055
"2601",2,-0.0250363048840157
"3863",2,-0.0250307193579736
"1525",2,-0.0249191913337847
"5695",2,-0.024886723641702
"3816",2,-0.0248323635381965
"2973",2,-0.0247750390722155
"4397",2,-0.0247372477269822
"5071",2,-0.0247345208331112
"1957",2,-0.024717286413586
"3054",2,-0.0246769161445477
"2817",2,-0.0245866353854601
"3462",2,-0.0245277787755801
"5591",2,-0.0242393913339633
"4053",2,-0.0242182676536029
"665",2,-0.024213368012779
"6130",2,-0.0241540505871756
"1734",2,-0.024066082437563
"4155",2,-0.0239707684807519
"1899",2,-0.0239079198148602
"5964",2,-0.0237876954429369
"1982",2,-0.0237029973335964
"1302",2,-0.0236609185909855
"4456",2,-0.0235630018404484
"4924",2,-0.0235555840887967
"4695",2,-0.0235337120174735
"3883",2,-0.0234908753682864
"3030",2,-0.0234833228629645
"4917",2,-0.0234752430818452
"3730",2,-0.0232509476634859
"4793",2,-0.0231137686468199
"5449",2,-0.0231058640007099
"4208",2,-0.0230908779789982
"6250",2,-0.0230872455568239
"2398",2,-0.0230715374025984
"6192",2,-0.022989737056792
"2797",2,-0.0229885641881314
"4939",2,-0.0229883718647231
"1835",2,-0.0229873872586099
"1319",2,-0.0228248953955065
"3208",2,-0.0227956086981782
"3442",2,-0.022665488892324
"3032",2,-0.0226577132660283
"2600",2,-0.0226245227753499
"1143",2,-0.0225270612351017
"4954",2,-0.0225123361217874
"2599",2,-0.022441330273931
"434",2,-0.0224324492132443
"5434",2,-0.0224270900863061
"1877",2,-0.0224176059251872
"4057",2,-0.0223725678039706
"3356",2,-0.0223560194630588
"4073",2,-0.0222427881782357
"6080",2,-0.0221661668744388
"2050",2,-0.0221053488999608
"1265",2,-0.0220853682182803
"3778",2,-0.0220180321638129
"5444",2,-0.0220134326722951
"3316",2,-0.0219441657361006
"2209",2,-0.0218243843151694
"1595",2,-0.0217766906867088
